mode,bias_variant,R2,RMSE,MAE,MedAE,n
zero-shot,station_month,0.9801616131776365,1.7284903495215431,1.0241095439094077,0.6066809257127896,5110
scratch,station_month,0.9858636863119048,1.4590892874368198,0.8770503418871245,0.5697316360117677,5110
finetune,station_month,0.9857099198028518,1.4670033821360642,0.87478934463243,0.5477272513946749,5110
