mode,bias_variant,R2,RMSE,MAE,MedAE,n
zero-shot,station_month,0.980272160711964,1.7236676971931097,1.011137922966999,0.6004902765343552,5110
scratch,station_month,0.9801301977178705,1.729858400236726,0.9885547557935271,0.5677681379521533,5110
finetune,station_month,0.981285812090489,1.6788012156175336,0.9690102008252561,0.5621864384391397,5110
