mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9486473863829165,1.364528104693605,0.982561721864915,0.6896474838256836,3624
scratch,0.9762486671670614,0.927994071696496,0.6740216978469957,0.48354995250701904,3624
finetune,0.9756836515214208,0.9389671278009937,0.6830869868627975,0.4912821769714355,3624
