mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9941661177384509,0.826930147064328,0.6418862302802546,0.5141264438629158,5110
scratch,0.9948657662344907,0.7757607712687524,0.5924835799304939,0.47195758819580025,5110
finetune,0.9948671456439796,0.7756565528300703,0.5990870004810699,0.4794008255004879,5110
