mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9797993236901241,1.744201826301764,1.028153366491986,0.5984336853027354,5110
scratch,0.9858268071699633,1.4609913006723694,0.8732530108076718,0.5527502059936524,5110
finetune,0.9855997304612787,1.4726484770949084,0.8757580868092069,0.5575637817382812,5110
