mode,bias_variant,R2,RMSE,MAE,MedAE,n
zero-shot,station_month,0.9804661846084485,1.7151705912608977,1.015127495944705,0.596545314583727,5110
scratch,station_month,0.9858585668582891,1.4593534674743298,0.8736236054171462,0.5538487175516473,5110
finetune,station_month,0.985645354722039,1.4703137360466008,0.8744916562210775,0.556110901778459,5110
