mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9856192132220559,1.336062672187811,0.9789832767170716,0.7470086097717286,2186
scratch,0.9946008249826622,0.8186517787850612,0.6263467102452145,0.49871673583984366,2186
finetune,0.993555600765485,0.8943895693618591,0.6826972042216364,0.5464687347412109,2186
