station,month,n,baseline_mae,xgb_delta_mae,gain,alpha,is_eligible
24738,5,31,1.3548387096774193,1.2465794607155745,0.1082592489618448,0.0799056361385045,1
26063,2,28,0.6678571428571428,0.5596641992884023,0.10819294356874054,0.16200012940773986,1
24266,3,31,3.4096774193548383,3.301806730488616,0.10787068886622242,0.031636625873726544,1
34172,2,28,1.3464285714285713,1.2385865260206628,0.10784204540790854,0.08009488783611245,1
34861,1,31,0.5129032258064516,0.4052071703537818,0.10769605545266986,0.2099734414486016,1
31388,8,20,0.6050000000000005,0.49873719975352315,0.10626280024647738,0.17564099214293766,1
21982,2,28,1.2464285714285712,1.140170545370451,0.10625802605812029,0.0852499922529332,1
28900,1,31,0.8225806451612903,0.7165180623771682,0.10606258278412206,0.12893882612971702,1
25551,3,31,3.4000000000000012,3.2944705218557395,0.10552947814426172,0.03103808180713579,1
34861,2,28,0.942857142857143,0.8377483895979824,0.10510875325916058,0.11147898072941273,1
24908,7,31,0.9451612903225806,0.8407448005592151,0.10441648976336548,0.11047478439127408,1
30521,9,30,1.39,1.2859003413716954,0.1040996586283045,0.07489184073978741,1
30636,6,30,1.313333333333333,1.2093662234582003,0.10396710987513269,0.07916277401659852,1
26063,4,30,0.5466666666666667,0.44290569248298794,0.1037609741836788,0.18980666009209535,1
30252,7,31,1.058064516129032,0.9549448936396547,0.10311962248937734,0.09746061881617982,1
28411,6,30,0.7333333333333331,0.630480654444545,0.10285267888878802,0.14025365303016554,1
30949,5,31,1.1354838709677417,1.032936587370932,0.10254728359680976,0.09031152816764497,1
22837,7,31,1.2516129032258065,1.149579506535684,0.10203339669012257,0.08152152828334534,1
30636,7,31,1.2322580645161292,1.1302582761250253,0.10199978839110391,0.0827746973854508,1
21946,1,31,2.0322580645161294,1.9304812514733882,0.10177681304274122,0.0500806540369044,1
31707,4,30,1.4599999999999997,1.3585607429780062,0.10143925702199352,0.069478943165749,1
29866,4,20,1.36,1.2591895433701576,0.10081045662984245,0.07412533575723709,1
24944,9,30,0.9700000000000001,0.8694944093500575,0.10050559064994258,0.10361401097932224,1
24641,8,31,0.9419354838709676,0.8417095910637609,0.10022589280720673,0.10640420126792496,1
30965,4,30,1.7333333333333334,1.6333439225951831,0.09998941073815026,0.05768619850277899,1
31416,4,30,1.97,1.870428521616171,0.09957147838382907,0.05054389765676603,1
31915,10,31,1.7,1.6007225434581236,0.09927745654187636,0.058398503848162565,1
36034,4,30,1.48,1.3810614638092618,0.09893853619073822,0.06685036229103934,1
28722,8,31,1.1774193548387093,1.0799734760916995,0.09744587874700983,0.08276225318239194,1
30372,9,30,0.9766666666666667,0.8792375681549313,0.09742909851173542,0.0997567561553605,1
30673,4,30,1.4366666666666668,1.3393940833210947,0.0972725833455721,0.06770713457928451,1
30673,5,31,1.1741935483870967,1.0770817007028286,0.09711184768426806,0.0827051450058327,1
31532,4,30,1.943333333333333,1.846376320881148,0.09695701245218502,0.049892116184657824,1
29838,7,31,1.2580645161290318,1.1616087175124592,0.09645579861657261,0.07666999377214749,1
34861,4,30,0.52,0.4236700445413591,0.09632995545864093,0.18524991434354024,1
24944,5,31,0.8774193548387096,0.7815271709114313,0.09589218392727827,0.10928888609358922,1
37031,7,31,1.5774193548387099,1.4816616599786006,0.09575769486010932,0.060705287130130646,1
24817,7,31,1.1483870967741938,1.0526575701912082,0.09572952658298561,0.08335998101327396,1
30372,7,31,0.938709677419355,0.842986285109674,0.09572339230968097,0.10197337325086288,1
24688,8,31,1.8032258064516131,1.7079539704226678,0.09527183602894529,0.05283411300352958,1
29866,6,19,1.1473684210526323,1.0521629258990297,0.09520549515360255,0.0829772664182774,1
30949,4,30,1.2,1.1052133493249614,0.09478665067503855,0.07898887556253213,1
32411,2,28,2.15,2.0555475556358163,0.09445244436418365,0.043931369471713326,1
30393,11,30,1.573333333333333,1.4790341885387894,0.0942991447945436,0.05993589711517603,1
24641,11,30,1.3766666666666671,1.2825899727782237,0.09407669388844342,0.0683365815170291,1
24966,4,29,2.0275862068965513,1.9337555079239193,0.09383069897263208,0.04627704541167229,1
30777,4,30,1.2566666666666668,1.1634699879214168,0.09319667874525006,0.07416181332513266,1
30555,9,30,8.316666666666666,8.22390772808964,0.09275893857702577,0.011153379388019132,1
29866,5,17,1.1999999999999997,1.1072581228526202,0.09274187714737958,0.07728489762281633,1
31004,1,31,1.4354838709677415,1.3433126864894742,0.09217118447826733,0.06420913974890535,1
31369,9,30,1.8700000000000006,1.7779635859156653,0.09203641408433527,0.04921733373493863,1
24817,8,31,1.4129032258064516,1.3212012396284167,0.09170198617803482,0.064903232226463,1
25551,10,31,2.4580645161290318,2.3663636534444747,0.09170086268455702,0.03730612523912425,1
24125,6,30,0.6366666666666669,0.5452506316453217,0.09141603502134521,0.14358539532148457,1
24343,8,31,1.225806451612903,1.1345612663234919,0.09124518528941117,0.07443686168346701,1
30949,6,30,1.02,0.9288451457644503,0.0911548542355497,0.08936750415249971,1
34172,3,31,1.2580645161290323,1.1678069888584075,0.09025752727062475,0.07174316270229147,1
30521,6,30,0.9733333333333332,0.8831748734662931,0.09015845986704007,0.0926285546579179,1
28138,7,27,2.5444444444444447,2.4543632865917906,0.09008115785265414,0.035403075138597695,1
25551,8,31,1.6419354838709674,1.5520250079612576,0.0899104759097098,0.05475883601573682,1
31416,5,31,1.1387096774193548,1.048832793866149,0.08987688355320578,0.07892870793624304,1
29838,5,31,1.8806451612903228,1.7913188200624242,0.08932634122789862,0.04749771145908845,1
31004,7,31,0.9387096774193546,0.8495475924183283,0.08916208500102629,0.09498366443408301,1
28900,2,28,0.7535714285714287,0.6644225636630186,0.08914886490841012,0.1183018112528665,1
30925,4,30,1.3466666666666665,1.2584562424508234,0.08821042421584302,0.06550279025928939,1
25703,2,28,2.5642857142857145,2.476092629560403,0.08819308472531162,0.03439284641098503,1
23921,8,31,1.1258064516129025,1.0377903712432703,0.08801608036963215,0.07818047253463033,1
31369,6,30,1.32,1.232167841003587,0.08783215899641306,0.06653951439122201,1
30393,9,30,1.2433333333333332,1.1558363616528609,0.08749697168047232,0.07037289947491072,1
29866,7,30,0.8833333333333333,0.7959841337800027,0.08734919955333065,0.09888588628678942,1
