station,rp5_mean,rp5_std,hydromet_mean,baseline_mae_train,baseline_bias_train,n_train,mae_base_mode_warm,mae_base_mode_cold,bias_base_mode_warm,bias_base_mode_cold,calib_mae_model,calib_mae_base,calib_bias_model,calib_gain_mean,n_calib,calib_gain_mode_warm,calib_gain_mode_cold,calib_mae_model_mode_warm,calib_mae_model_mode_cold,calib_mae_base_mode_warm,calib_mae_base_mode_cold,mae_year_mean,mae_year_std,mae_year_max,bias_year_std,years_count,cluster_id_v3
27823,1.1701711491442544,9.971377519395135,1.1925427872860637,0.6443765281173595,-0.0223716381418093,1636,0.5406813627254509,0.6898856640281442,-0.06773547094188374,-0.0024626209322779484,0.8372264575336306,0.8172602739726026,0.18937936228591545,-0.019966183561027973,365,-0.03435109507403485,0.000420379775286414,0.7974352072235674,0.8936193553240513,0.7630841121495325,0.8940397350993378,0.6886885978227275,0.18231827702119624,0.9012269938650307,0.0409561824187038,8,0
28064,1.8769285208775655,13.425527866414793,1.8887473460721869,0.7392073602264685,-0.011818825194621341,2826,0.6334715639810427,0.8960456942003515,-0.017950236966824618,-0.0027240773286467132,0.9035190473479691,0.9076712328767124,0.10559916647973992,0.004152185528743267,365,0.015149641867017704,-0.011433613520201962,0.7437288628058796,1.1299766598778178,0.7588785046728972,1.118543046357616,0.7389265341633887,0.1535866251074595,0.916986301369863,0.013240070101200953,8,0
28138,-2.5836951278340567,11.4322076209486,-2.562566328991799,0.7487698986975398,-0.021128798842257598,2073,0.68544921875,0.8105815061963775,-0.032324218749999994,-0.010200190657769307,1.8104394286384085,1.8362745098039215,1.3223152957062956,0.025835081165513012,306,0.039670419340452116,0.007597589934911458,1.8810192358319617,1.7174024100650884,1.9206896551724137,1.7249999999999999,0.7679290535076064,0.1581397221950591,0.8731506849315068,0.04765945526111792,8,0
28224,0.08494953927161038,10.98663074879458,0.09306713470820537,0.7623080298376481,-0.008117595436594988,2279,0.6974001857010214,0.8204658901830282,-0.0268337975858867,0.008652246256239605,1.0380933154046512,1.0457943925233646,0.2534286019319778,0.007701077118713265,321,0.020093168443820086,-0.008320126665889127,1.061674787357285,1.0076058409516035,1.081767955801105,0.9992857142857143,0.7752356550842182,0.16281179309323254,0.892054794520548,0.023924329648940822,8,0
28275,1.106781045751634,13.846376581470594,1.0758169934640522,0.9535947712418301,0.030964052287581697,2448,0.7889374090247453,1.164245810055866,0.03362445414847163,0.027560521415270003,1.069600990749194,1.067945205479452,0.03223228488353476,-0.0016557852697418318,365,-0.0005816551096189061,-0.0031780624503133952,0.8823573560441984,1.334966141920512,0.8817757009345794,1.3317880794701986,0.9629429617411772,0.3296628564921826,1.5462500000000001,0.06423635665865847,8,0
28434,-0.8820308611249378,11.930299346080766,-0.8680935788949726,1.012941762070682,-0.013937282229965178,2009,0.8683438155136268,1.143696682464455,-0.03689727463312372,0.006824644549763021,1.2248748478725306,1.2494505494505492,0.30122090114388045,0.024575701578018742,364,0.0472397733140284,-0.0077583740986883675,1.0046293855644761,1.5390917074320216,1.0518691588785047,1.5313333333333332,1.0246894196309277,0.2527141488308197,1.3510548523206753,0.050267276813602865,8,0
28440,3.1308008213552365,12.27027715444079,3.7029089664613277,1.0736824093086927,-0.5721081451060918,2922,0.8537967289719627,1.384793388429752,-0.43755841121495326,-0.7624793388429753,0.7858545563579218,0.8567123287671232,0.12418870163953874,0.07085777240920152,365,0.1634980026493284,-0.060433679719190184,0.6687449880048772,0.9518244081960114,0.8322429906542056,0.8913907284768213,1.0736421139306835,0.29818064252259435,1.4415300546448089,0.2598985171359163,8,0
28493,-2.494917715392062,13.161762002121524,-2.4760406582768635,0.9230396902226524,-0.01887705711519846,2066,0.7830786026200873,1.0345217391304349,-0.017139737991266404,-0.020260869565217388,1.0428078231851456,1.0054794520547945,0.04920964783842177,-0.03732837113035105,365,-0.07074970639578425,0.010036964941190054,0.9347683979845692,1.1959232999594722,0.864018691588785,1.2059602649006622,0.9557628222626722,0.21417966706092587,1.1778301886792453,0.058759569814646126,8,0
28661,-0.08024007386888277,12.997052681977117,-0.08227146814404432,0.8384118190212373,0.002031394275161563,2166,0.7545277507302823,0.9140474100087795,-0.07351509250243432,0.07014925373134327,0.8395503878587064,0.8473972602739724,0.032244881531734,0.007846872415266062,365,0.005008866019964827,0.011868947703971126,0.7608789844473248,0.951044959580797,0.7658878504672898,0.9629139072847681,0.8562898413233859,0.1667965324998822,1.0391509433962263,0.04069154353376057,8,0
28698,2.5938733125649014,13.992831335873186,2.5831083419868466,1.0089650398061614,0.010764970578054674,2889,0.8687313877307921,1.2035537190082644,0.18642048838594402,-0.23297520661157028,0.928423358850972,0.9041095890410958,-0.11227296653713975,-0.024313769809876182,365,-0.04884954336029693,0.01045878343376647,0.7180084218649697,1.2266273092814655,0.6691588785046728,1.2370860927152318,1.0103178456020354,0.21946895413683498,1.2115068493150687,0.2785505177523786,8,0
28722,4.632557343375557,12.40700660691596,4.621739130434783,0.8953098254022596,0.010818212940773704,2921,0.8147866744593806,1.0091735537190083,0.10981881940385742,-0.1291735537190083,0.8579169238867693,0.895890410958904,0.19340308252662214,0.0379734870721347,365,0.05913302346640515,0.007985799731910338,0.8707735185896694,0.8396963194733876,0.9299065420560745,0.8476821192052979,0.8954117902364871,0.1576484372836683,1.0942307692307693,0.15556041981514454,8,0
28900,5.931970391258371,12.216498045726468,6.2959111737751146,0.6492421572083187,-0.36394078251674306,2837,0.6679164105716042,0.6241322314049588,-0.4412415488629379,-0.26,0.570740885598432,0.6528767123287672,-0.024239801209394347,0.08213582673033525,365,0.10369082253739662,0.0515876869772814,0.49864562606073426,0.6729156242809967,0.6023364485981308,0.724503311258278,0.6467323232038042,0.12152834217949934,0.7479338842975206,0.07870140549180812,8,0
29430,2.598110661268556,13.327843104980666,2.555465587044534,0.4585695006747639,0.04264507422402157,741,0.4445205479452055,0.4788778877887789,0.05456621004566204,0.02541254125412544,0.6394915215885314,0.6326027397260273,-0.003555405997242243,-0.006888781862504064,365,-0.02482079371044827,0.01852479784252945,0.5762226628693268,0.7291573213627685,0.5514018691588785,0.7476821192052979,0.3803124186833203,0.330141601214101,0.5931693989071039,0.0314170480101758,3,0
31088,-2.9458062307428965,12.807142312840305,-2.9129750085587127,0.9325915782266346,-0.03283122218418351,2921,0.7578609000584454,1.1796694214876033,-0.020163646990064298,-0.05074380165289258,0.9821070150979906,0.9997260273972602,-0.07367854569782666,0.01761901229926966,365,0.016064030174331893,0.019822761800837096,0.7797303623490326,1.2689189600534676,0.7957943925233644,1.2887417218543047,0.9326789678152524,0.1630349542593826,1.0832417582417582,0.05505297567258328,8,0
31510,2.40527397260274,15.734584496933326,2.4245547945205477,0.9425,-0.01928082191780819,2920,0.8443600233781414,1.0813895781637717,-0.03360607831677373,0.000992555831265456,1.000485804224744,1.0249315068493152,-0.02665563855001273,0.02444570262457105,365,0.030554827800342636,0.01578773714367623,0.8091647983678817,1.27162948139937,0.8397196261682243,1.2874172185430464,0.9424657673059031,0.18658613531108775,1.0961643835616437,0.033341701026184854,8,0
31909,4.565846994535519,10.829231804013673,4.471233411397345,1.0661202185792351,0.09461358313817332,2562,0.9626657824933688,1.2141366223908918,0.10762599469496024,0.07599620493358634,1.2766423069634747,1.2964383561643835,-0.19292141549798736,0.01979604920090897,365,0.02676859328121537,0.009914430438090628,1.0732314067187845,1.5649200066480022,1.1,1.5748344370860927,1.0653772549331912,0.21317333908514233,1.2210958904109588,0.11743320245131089,8,0
31915,5.127596952908587,12.819851014023964,5.162430747922437,1.1891274238227145,-0.03483379501385044,2888,1.0299351797289333,1.4159529806884972,-0.021449616971125535,-0.05390428211586904,1.1478647060787994,1.1893150684931508,-0.133715217919663,0.041450362414351266,365,0.04769488467473676,0.03260050967446719,0.8840808162598427,1.5217041260871225,0.9317757009345795,1.5543046357615895,1.1889243286822504,0.2100007752960891,1.3202739726027397,0.05686530603838632,8,0
32165,5.497355253752681,7.488853841936299,5.548391708363116,0.8552537526804861,-0.05103645461043602,2798,0.7426650366748166,1.0137693631669535,-0.023594132029339847,-0.08967297762478485,0.8404615175417762,0.8424657534246576,-0.04217920703876427,0.002004235882881369,365,-0.006643741799596813,0.014260310214340514,0.7641203773136155,0.9486535970704277,0.7574766355140187,0.9629139072847682,0.8548199348835891,0.16211066083196363,0.9774725274725276,0.07692546541528887,8,0
32411,0.06434406535319556,9.093311529996218,0.07823161941374339,1.0552138395002404,-0.013887554060547817,2081,0.7670320404721754,1.4370949720670392,0.005649241146711631,-0.039776536312849164,1.2455884422981243,1.2542465753424656,0.10749403006862847,0.008658133044341345,365,-0.007225181912746547,0.03116826152657186,0.8604962099501298,1.791348294764819,0.8532710280373832,1.8225165562913908,1.0933337357135087,0.16801545853824953,1.3036036036036036,0.05240773586553799,8,0
33008,10.360745341614907,8.652949142113373,10.481656314699793,0.4260869565217391,-0.12091097308488616,2415,0.46520026263952724,0.359304932735426,-0.05364412344057784,-0.23576233183856501,0.43446078193150706,0.4208219178082191,0.2500802362878003,-0.013638864123288016,365,-0.014635478030829381,-0.012226444413262502,0.5202429546663433,0.31288869606889164,0.5056074766355139,0.30066225165562915,0.4274914280552891,0.025663548112714398,0.47410071942446047,0.1952320861632174,8,0
34123,8.455083875385142,10.71224761542259,8.46114344402602,0.5768230058199246,-0.0060595686408764044,2921,0.570426651081239,0.5858677685950414,-0.013909994155464633,0.0050413223140495945,0.6326403670859434,0.6342465753424658,-0.042214592134847836,0.0016062082565223839,365,-0.0010624814587079318,0.005388324806583891,0.6108755655708574,0.6634858473788465,0.6098130841121495,0.6688741721854304,0.5768362924036066,0.12308238774615947,0.7082191780821918,0.025813639870432486,8,0
34163,4.128182995252482,11.974663264497433,4.109279240397066,0.6796719896417781,0.01890375485541649,2317,0.6167857142857144,0.7385129490392648,0.03392857142857146,0.004845446950710083,1.172438205425543,1.2272727272727273,0.6170354658529501,0.054834521847184396,275,0.11489862264309049,-0.0014226993208121506,1.3820938585599172,0.9760705866447559,1.4969924812030075,0.9746478873239437,0.7069083184834111,0.2114668856584152,0.9391691394658753,0.04534744451680271,8,0
