station,status,n_test,baseline_RMSE,baseline_MAE,loso_RMSE,loso_MAE,loso_RMSE_gain_vs_baseline,loso_MAE_gain_vs_baseline
31416,ok,730,2.0107314827918747,1.5002739726027399,1.9801997904243047,1.476609945222839,0.03053169236757003,0.02366402737990092
22837,ok,730,1.3452453053279352,0.9820547945205479,1.309968585614199,0.9586725131798638,0.03527671971373625,0.023382281340684097
31168,ok,729,1.668903848299741,1.2060356652949245,1.6344971422848833,1.1829736644044755,0.034406706014857624,0.023062000890448964
24908,ok,730,2.694555647409476,1.902191780821918,2.6750221723934073,1.8801865921301883,0.019533475016068724,0.022005188691729627
31510,ok,730,1.4006896540095222,1.077945205479452,1.3742985273842607,1.0563581019628647,0.02639112662526144,0.021587103516587325
23884,ok,730,1.9071243503430062,1.3967123287671233,1.88700179450209,1.3768931277201484,0.020122555840916156,0.019819201046974877
24966,ok,677,2.2742830447855678,1.6624815361890695,2.2474772425605956,1.6427722428933933,0.026805802224972197,0.019709293295676167
30636,ok,728,2.0554637721646465,1.4644230769230768,2.039959251947485,1.4448529041117342,0.01550452021716131,0.019570172811342657
30673,ok,730,1.7980392669459286,1.362054794520548,1.7772803205042587,1.342516161110348,0.02075894644166998,0.0195386334101999
30925,ok,730,1.5527924470326497,1.1867123287671233,1.5331662935747845,1.1673313720398726,0.019626153457865225,0.01938095672725071
23955,ok,730,1.8725010744917083,1.3595890410958904,1.854321523396121,1.340741398145679,0.018179551095587332,0.018847642950211352
31915,ok,730,1.5443400860464196,1.145753424657534,1.5311006434257302,1.1270015337616077,0.013239442620689434,0.018751890895926326
31532,ok,730,2.008301265398879,1.4875342465753425,1.9890486793253908,1.4689351502261185,0.019252586073488454,0.018599096349223965
30949,ok,728,1.8704688840378623,1.3835164835164835,1.850498685927257,1.3650560525097888,0.019970198110605297,0.0184604310066947
30521,ok,730,1.7412206393988363,1.2787671232876712,1.7119050341894586,1.2604753730011617,0.029315605209377704,0.018291750286509423
24951,ok,730,2.2373081918246043,1.5157534246575342,2.2316802944597613,1.4975167250141108,0.0056278973648429265,0.018236699643423337
31253,ok,730,1.490628257728843,1.1295890410958902,1.4705079163096353,1.1124864673307675,0.02012034141920771,0.017102573765122697
