station,month,n,baseline_mae,ridge_mae,gain,alpha,is_eligible
24507,11,30,2.5366666666666666,2.4589824241661455,0.07768424250052108,0.030624537122413042,1
34009,3,31,1.1806451612903224,1.1040722687120559,0.0765728925782665,0.06485682158268474,1
28900,12,31,0.8516129032258064,0.7750438284262138,0.07656907479959263,0.08991065601467317,1
31329,6,30,1.1200000000000003,1.0436076146714,0.07639238532860038,0.06820748690053603,1
23405,6,30,0.956666666666667,0.8805470225464053,0.07611964412026173,0.07956757225114464,1
32389,1,31,2.1580645161290324,2.082325898041068,0.07573861808796423,0.03509562273134366,1
25563,8,31,1.6096774193548389,1.533946840483017,0.07573057887182189,0.04704705300654265,1
27595,12,31,1.4838709677419355,1.408974750207385,0.07489621753455045,0.05047353790371878,1
31369,6,30,1.32,1.2451064830708343,0.0748935169291658,0.0567375128251256,1
29612,4,30,0.7733333333333332,0.6985391815126201,0.07479415182071314,0.09671657563023252,1
31329,3,31,1.1419354838709677,1.0672359053288543,0.0746995785421134,0.06541488516399761,1
31594,3,31,2.1225806451612907,2.0482684706052336,0.0743121745560571,0.035010295003613516,1
30054,7,31,0.7290322580645165,0.6548006167033896,0.07423164136112692,0.10182216292897935,1
27823,7,31,0.7741935483870964,0.700004945809098,0.07418860257799842,0.09582694499658133,1
