mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9390022321634701,1.4871616594916925,1.0316880122188965,0.6940261840820316,3624
scratch,0.9758726661099586,0.9353106428620569,0.6786385250538917,0.4898419141769409,3624
finetune,0.9742845644585612,0.9656019879777401,0.7002457058587611,0.49954733848571786,3624
