mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9784722313032364,1.8005836046341899,1.0633327267174617,0.631181526184081,5110
scratch,0.9807051073231148,1.7046489907096085,0.9951469105237152,0.5869822502136226,5110
finetune,0.9802156702947671,1.726133783331034,0.9896522554819364,0.577265357971191,5110
