mode,bias_variant,R2,RMSE,MAE,MedAE,n
zero-shot,station_month,0.9790079674153088,1.7780379571933596,1.0373268957435462,0.6151692867279064,5110
scratch,station_month,0.9807010583676457,1.7048278381879471,0.9953641766770246,0.5869264461319084,5110
finetune,station_month,0.9802209816361528,1.7259020670853824,0.9899785844173239,0.5753699446237217,5110
