station,n,baseline_mae,xgb_delta_cluster_mae,gain,alpha
31369,365,1.409041095890411,1.377653115099784,0.03138798079062699,0.022276128696439534
28722,365,0.8958904109589038,0.8653177999075315,0.03057261105137221,0.034125391540522514
29612,364,1.048901098901099,1.0210234515226058,0.027877647378493187,0.02657795611778816
30252,365,1.6312328767123287,1.605253512282339,0.025979364429989715,0.015926214338169712
24266,365,2.0021917808219176,1.9762194748617046,0.02597230596021305,0.012971937158562895
31004,365,1.232054794520548,1.2079807865599246,0.024074007960623423,0.019539721827057037
35121,365,0.9882191780821917,0.9652097141653402,0.023009463916851547,0.0232837658154999
36034,365,1.4816438356164385,1.4602524165810593,0.021391419035379222,0.01443762564333102
34172,364,1.0324175824175823,1.0113451230230004,0.02107245939458191,0.020410790898424205
31510,365,1.0249315068493152,1.0049854666440052,0.01994604020530999,0.01946085184426128
31088,365,0.9997260273972604,0.9810545914515229,0.018671435945737502,0.018676552809520932
37031,365,0.8082191780821918,0.7900291498554616,0.018190028226730215,0.022506306111039077
28434,364,1.2494505494505495,1.2325993184966755,0.016851230953873975,0.013486913076539417
24817,365,1.7164383561643837,1.7000705682439088,0.016367787920474886,0.009535901980803405
32165,365,0.8424657534246576,0.8269016810403881,0.01556407238426949,0.018474427382954028
24641,364,1.320054945054945,1.3056505710737278,0.014404373981217189,0.010911950320838828
30636,364,1.5796703296703296,1.5654700041784724,0.014200325491857235,0.008989423441801798
32411,365,1.2542465753424659,1.2401870404966557,0.014059534845810129,0.011209546130888372
24951,365,1.5734246575342465,1.5602270044881392,0.013197653046107316,0.008387851927266534
27947,327,1.0553516819571866,1.0422027571019525,0.013148924855234112,0.01245928260695901
34861,365,0.575890410958904,0.564186513766085,0.011703897192819057,0.020323132613601125
29231,365,1.4005479452054792,1.3890736424759322,0.01147430272954697,0.008192723975517693
22550,365,0.717808219178082,0.7068431615465869,0.010965057631495134,0.015275748227082919
31253,337,1.1477744807121661,1.1369032905131677,0.010871190198998404,0.009471538513605125
23472,365,1.5046575342465756,1.4941859596596123,0.01047157458696324,0.006959440502989042
30230,365,1.2435616438356165,1.2341840048104986,0.009377639025117901,0.007540952289420652
23405,365,0.9263013698630135,0.9175786085496016,0.008722761313411875,0.009416763914212763
28138,306,1.8362745098039215,1.827755558682382,0.008518951121539553,0.004639257951932912
34824,365,0.7293150684931509,0.7212068988057492,0.00810816968740169,0.011117512907218692
23631,365,0.942191780821918,0.9345626989435979,0.007629081878320121,0.008097164540816644
23884,365,1.4761643835616438,1.4696706478734027,0.006493735688241076,0.004399059996674077
23955,365,1.3512328767123285,1.3447760754250857,0.006456801287242797,0.0047784518853277
27459,365,0.9583561643835615,0.9523404071770915,0.006015757206470074,0.0062771623223601405
23933,365,0.9767123287671233,0.9707021302117309,0.006010198555392421,0.006153499222211034
24738,364,1.4505494505494505,1.4450457973281308,0.0055036532213197376,0.0037941851753037588
28661,365,0.8473972602739724,0.8420263613302464,0.005370898943725999,0.006338112235564145
28224,321,1.0457943925233646,1.0408028797744093,0.004991512748955262,0.004772938910975987
23205,364,1.0483516483516482,1.043861736133976,0.004489912217672254,0.004282830312454667
34391,365,0.9169863013698628,0.913751191099183,0.0032351102706797974,0.0035279810241951788
28411,327,0.9865443425076453,0.9834713046218267,0.003073037885818586,0.003114951607757835
34123,365,0.6342465753424658,0.6313650848925406,0.0028814904499251393,0.004543170687786937
28064,365,0.9076712328767123,0.9049189994112933,0.002752233465418974,0.0030321920159309557
29263,364,1.2057692307692307,1.20584691006602,-7.767929678936802e-05,0.0
27199,365,0.8153424657534247,0.8154257702259889,-8.330447256421625e-05,0.0
29282,365,1.2978082191780822,1.2980288979090902,-0.00022067873100795055,0.0
22887,364,0.9054945054945056,0.9058927957640494,-0.000398290269543744,0.0
23804,365,0.682191780821918,0.6829322525364194,-0.0007404717145014228,0.0
29430,365,0.6326027397260273,0.6339093830116245,-0.0013066432855971533,0.0
23921,364,1.3782967032967033,1.3798215970194547,-0.0015248937227514414,0.0
23724,365,1.0712328767123287,1.074335829207629,-0.0031029524953003484,0.0
32389,365,1.043013698630137,1.0472174586710195,-0.004203760040882409,0.0
23711,365,0.9139726027397261,0.9185121938616856,-0.004539591121959452,0.0
23418,364,1.074725274725275,1.079383991056334,-0.004658716331059187,0.0
28275,365,1.067945205479452,1.0737386320240487,-0.0057934265445966915,0.0
25551,364,2.125824175824176,2.131860176340426,-0.006036000516250084,0.0
24944,364,1.3057692307692306,1.3121673591188052,-0.00639812834957465,0.0
34646,327,0.8348623853211009,0.8415642767615577,-0.006701891440456742,0.0
27333,253,1.066403162055336,1.0737638874999118,-0.0073607254445757775,0.0
27648,365,0.9419178082191783,0.9518309397699332,-0.009913131550754906,0.0
22641,365,0.9123287671232877,0.9228850881795061,-0.010556321056218398,0.0
22583,365,0.886027397260274,0.8970012269329204,-0.010973829672646374,0.0
37472,364,0.6186813186813187,0.6301052094056273,-0.011423890724308605,0.0
34880,365,0.4734246575342466,0.4850670009500934,-0.011642343415846801,0.0
20891,365,1.3630136986301367,1.3754158652072759,-0.012402166577139218,0.0
22602,365,0.6175342465753424,0.6308490242778916,-0.013314777702549185,0.0
22802,365,0.3624657534246576,0.3777961901682572,-0.01533043674359963,0.0
30054,365,1.0723287671232877,1.0880126967153845,-0.015683929592096746,0.0
23324,365,1.0906849315068494,1.1068541689566656,-0.016169237449816132,0.0
26477,364,0.3826923076923077,0.3994123511810808,-0.016720043488773095,0.0
27823,365,0.8172602739726026,0.8341148568178552,-0.016854582845252652,0.0
22217,365,0.6638356164383561,0.6841902424469716,-0.020354626008615484,0.0
