direction,source_region,target_region,requested_target_stations,target_station_count,mode,R2,RMSE,MAE,MedAE,n,run_dir
west_to_east,west,east,3,3,finetune,0.9805113774987704,1.7131853569358388,0.9909034988044992,0.5869937896728521,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__fewtrain03
west_to_east,west,east,3,3,finetune+bias[station_month],0.9805121750044808,1.71315030343006,0.990905940794177,0.5861297907471057,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__fewtrain03
west_to_east,west,east,3,3,scratch,0.9807769306906052,1.7014733373815851,0.995367167579218,0.5982992887496947,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__fewtrain03
west_to_east,west,east,3,3,scratch+bias[station_month],0.9807772657628648,1.701458508350097,0.9952809965546516,0.599112989569223,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__fewtrain03
west_to_east,west,east,3,3,zero-shot,0.979403461498729,1.7612090201743045,1.0273025943715044,0.5986911296844482,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__fewtrain03
west_to_east,west,east,3,3,zero-shot+bias[station_month],0.9797457109359304,1.7465148553187482,1.0140694844485616,0.5963125662306861,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__fewtrain03
west_to_east,west,east,5,5,finetune,0.9812712566780633,1.6794539528532093,0.9693647250270656,0.5575523376464844,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__fewtrain05
west_to_east,west,east,5,5,finetune+bias[station_month],0.981285812090489,1.6788012156175336,0.969010200825256,0.5621864384391397,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__fewtrain05
west_to_east,west,east,5,5,scratch,0.9801219339001184,1.730218085459594,0.988340864396142,0.5648619413375855,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__fewtrain05
west_to_east,west,east,5,5,scratch+bias[station_month],0.9801301977178704,1.729858400236726,0.9885547557935273,0.5677681379521533,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__fewtrain05
west_to_east,west,east,5,5,zero-shot,0.979873047621419,1.7410161172574363,1.029564792619993,0.5982852935791012,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__fewtrain05
west_to_east,west,east,5,5,zero-shot+bias[station_month],0.980272160711964,1.7236676971931095,1.011137922966999,0.6004902765343552,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__fewtrain05
west_to_east,west,east,26,26,finetune,0.9856999080227118,1.4675171911386364,0.8749204359689103,0.542516136169434,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__all
west_to_east,west,east,26,26,finetune+bias[station_month],0.9857099198028518,1.4670033821360642,0.87478934463243,0.5477272513946749,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__all
west_to_east,west,east,26,26,scratch,0.9858624030240736,1.4591555136495324,0.8768389703149665,0.5680930137634288,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__all
west_to_east,west,east,26,26,scratch+bias[station_month],0.9858636863119048,1.4590892874368198,0.8770503418871245,0.5697316360117677,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__all
west_to_east,west,east,26,26,zero-shot,0.9794240910051776,1.7603267851532882,1.0383365685319246,0.6163584709167484,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__all
west_to_east,west,east,26,26,zero-shot+bias[station_month],0.9801616131776364,1.7284903495215431,1.0241095439094077,0.6066809257127896,5110,outputs_runs/20260407_192400_spatial_transfer_w2e_stationmonth_w13/west_to_east__all
