mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9793114308356806,1.7651394033689767,1.037230485563409,0.6161790847778326,5110
scratch,0.9799301773212288,1.7385434525499486,0.9943137372216599,0.5814893722534181,5110
finetune,0.9803042923298481,1.7222634176600862,1.0004270970891367,0.5944854259490966,5110
