mode,R2,RMSE,MAE,MedAE,n
finetune,0.9938418181621468,0.88069587640717,0.6707391006261121,0.5288412570953369,8741
scratch,0.9944538542412004,0.8357864927752388,0.6322543908796625,0.4953651428222656,8741
zero-shot,0.988385178666376,1.2095002860972477,0.9193707019400916,0.7371948242187507,8741
