mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9883851786663759,1.2095002860972475,0.9193707019400915,0.7371948242187507,8741
scratch,0.9944538542412004,0.8357864927752388,0.6322543908796625,0.4953651428222656,8741
finetune,0.9938418181621467,0.88069587640717,0.6707391006261121,0.5288412570953369,8741
