Cod,Date,resid,split
27857,2013-04-22,-0.042649650573730824,train
27857,2013-04-23,-0.6510437011718748,train
27857,2013-04-24,-0.07551994323730504,train
27857,2013-04-25,0.22420291900634837,train
27857,2013-04-26,0.082893657684326,train
27857,2013-04-27,-0.1311309814453132,train
27857,2013-04-28,-0.7395412445068352,train
27857,2013-04-29,0.18881607055664062,train
27857,2013-04-30,-0.10882110595703054,train
27857,2013-05-01,-0.22832641601562464,train
27857,2013-05-02,0.16065864562988352,train
27857,2013-05-03,0.047750854492187855,train
27857,2013-05-04,-0.026590728759764204,train
27857,2013-05-05,-0.13603324890136648,train
27857,2013-05-06,0.04623966217041087,train
27857,2013-05-07,-0.03814144134521413,train
27857,2013-05-08,0.11322307586669922,train
27857,2013-05-09,0.15052242279052663,train
27857,2013-05-10,0.10303382873535227,train
27857,2013-05-11,-0.15707321166992116,train
27857,2013-05-12,-0.14454574584960866,train
27857,2013-05-13,-0.02207336425781392,train
27857,2013-05-14,-0.036154937744139914,train
27857,2013-05-15,-0.028856658935545454,train
27857,2013-05-16,0.04494972229003835,train
27857,2013-05-17,-0.08256378173827983,train
27857,2013-05-18,-0.08259391784667969,train
27857,2013-05-19,0.0959373474121108,train
27857,2013-05-20,0.0888071060180664,train
27857,2013-05-21,0.019628524780273438,train
27857,2013-05-22,0.5883937835693356,train
27857,2013-05-23,-0.2267801284790032,train
27857,2013-05-24,-0.17144699096679616,train
27857,2013-05-25,0.2720001220703132,train
27857,2013-05-26,0.09547271728515483,train
27857,2013-05-27,0.2724884033203132,train
27857,2013-05-28,0.3898834228515611,train
27857,2013-05-29,-0.20397796630859233,train
27857,2013-05-30,0.2165172576904304,train
27857,2013-05-31,-0.05148429870605398,train
27857,2013-06-01,-0.1474792480468743,train
27857,2013-06-02,-0.09663200378417969,train
27857,2013-06-03,0.032684326171875,train
27857,2013-06-04,-0.10165634155273295,train
27857,2013-06-05,0.09538955688476491,train
27857,2013-06-06,0.0811359405517571,train
27857,2013-06-07,-0.06980743408202983,train
27857,2013-06-08,0.0025604248046882105,train
27857,2013-06-09,-0.06573867797851562,train
27857,2013-06-10,-0.04045715332031108,train
27857,2013-06-11,-0.2806011199951186,train
27857,2013-06-12,0.03193778991699148,train
27857,2013-06-13,0.032303619384766336,train
27857,2013-06-14,0.009850311279297586,train
27857,2013-06-15,0.07089538574218679,train
27857,2013-06-16,0.035527801513673296,train
27857,2013-06-17,0.12473869323730469,train
27857,2013-06-18,0.0652111053466804,train
27857,2013-06-19,-0.01779327392578267,train
27857,2013-06-20,0.16342239379882884,train
27857,2013-06-21,0.052761077880859375,train
27857,2013-06-22,-0.12642784118652273,train
27857,2013-06-23,-0.09914970397949219,train
27857,2013-06-24,-0.08568153381347798,train
27857,2013-06-25,0.052341461181640625,train
27857,2013-06-26,0.019167709350586648,train
27857,2013-06-27,-0.12379226684570455,train
27857,2013-06-28,-0.07141876220703125,train
27857,2013-06-29,0.08017654418945241,train
27857,2013-06-30,-0.20652084350586009,train
27857,2013-07-01,0.0077331542968757105,train
27857,2013-07-02,-0.015724945068360086,train
27857,2013-07-03,0.010889434814451704,train
27857,2013-07-04,-0.016866302490235796,train
27857,2013-07-05,-0.04795074462890625,train
27857,2013-07-06,-0.11873130798339915,train
27857,2013-07-07,0.004775619506837359,train
27857,2013-07-08,0.10849266052246165,train
27857,2013-07-09,0.1811859130859368,train
27857,2013-07-10,-0.1122947692871108,train
27857,2013-07-11,0.11332855224609517,train
27857,2013-07-12,0.14239120483398438,train
27857,2013-07-13,0.08149337768554688,train
27857,2013-07-14,0.05446434020996094,train
27857,2013-07-15,-0.545307922363282,train
27857,2013-07-16,-0.01154632568359304,train
27857,2013-07-17,-0.002460479736328125,train
27857,2013-07-18,0.2236053466796868,train
27857,2013-07-19,-0.10510940551757741,train
27857,2013-07-20,0.03571319580078125,train
27857,2013-07-21,0.35504074096679616,train
27857,2013-07-22,0.1592441558837887,train
27857,2013-07-23,0.6796009063720696,train
27857,2013-07-24,-0.06645393371582031,train
27857,2013-07-25,-0.054675865173340554,train
27857,2013-07-26,-0.022624588012694957,train
27857,2013-07-27,-0.27155494689941406,train
27857,2013-07-28,-0.15584945678710938,train
27857,2013-07-29,0.19753570556640554,train
27857,2013-07-30,-0.10354766845703267,train
27857,2013-07-31,-0.22665176391601705,train
27857,2013-08-01,0.03414802551269602,train
27857,2013-08-02,0.08463592529296804,train
27857,2013-08-03,0.03555870056152344,train
27857,2013-08-04,0.2758445739746094,train
27857,2013-08-05,-0.1905841827392578,train
27857,2013-08-06,-0.4402221679687486,train
27857,2013-08-07,-0.042728042602540484,train
27857,2013-08-08,-0.0017349243164055395,train
27857,2013-08-09,-0.0694374084472642,train
27857,2013-08-10,-0.010400772094726562,train
27857,2013-08-11,0.05539398193359446,train
27857,2013-08-12,-0.1142780303955071,train
27857,2013-08-13,0.25012779235839844,train
27857,2013-08-14,0.051102447509766336,train
27857,2013-08-15,-0.5621635437011712,train
27857,2013-08-16,0.1963146209716804,train
27857,2013-08-17,-0.08677101135253906,train
27857,2013-08-18,0.0945793151855483,train
27857,2013-08-19,-0.08514022827148438,train
27857,2013-08-20,-0.028659820556640625,train
27857,2013-08-21,0.004980850219727273,train
27857,2013-08-22,0.06410980224609375,train
27857,2013-08-23,0.013394927978517046,train
27857,2013-08-24,-0.009592437744139204,train
27857,2013-08-25,0.027342987060546164,train
27857,2013-08-26,-0.01744537353515696,train
27857,2013-08-27,-0.18109054565429616,train
27857,2013-08-28,-0.044940376281738637,train
27857,2013-08-29,0.08658504486083984,train
27857,2013-08-30,0.03178558349609517,train
27857,2013-08-31,0.6370021820068352,train
27857,2013-09-01,0.003809165954589133,train
27857,2013-09-02,-0.4613071441650405,train
27857,2013-09-03,-0.5199531555175785,train
27857,2013-09-04,0.730316162109375,train
27857,2013-09-05,0.7585075378417976,train
27857,2013-09-06,-0.5428373336791985,train
27857,2013-09-07,-0.2548881530761715,train
27857,2013-09-08,-0.24539051055908168,train
27857,2013-09-09,-0.32788944244384766,train
27857,2013-09-10,-0.1786682128906243,train
27857,2013-09-11,0.04819793701171804,train
27857,2013-09-12,1.048843574523925,train
27857,2013-09-13,-0.11415138244628942,train
27857,2013-09-14,0.13739566802978587,train
27857,2013-09-15,-0.05981903076171946,train
27857,2013-09-16,0.5785007476806641,train
27857,2013-09-17,-0.6879409790039066,train
27857,2013-09-18,-0.21623992919921875,train
27857,2013-09-19,-0.3127796173095696,train
27857,2013-09-20,0.02283477783203125,train
27857,2013-09-21,-0.04312896728515625,train
27857,2013-09-22,-0.10797481536865305,train
27857,2013-09-23,0.0064552307128913355,train
27857,2013-09-24,-0.013179588317871804,train
27857,2013-09-25,-0.24900550842285174,train
27857,2013-09-26,0.44545783996582067,train
27857,2013-09-27,0.2524704933166504,train
27857,2013-09-28,-0.13543787002563512,train
27857,2013-09-29,-0.08758544921875,train
27857,2013-09-30,-0.08937034606933558,train
27857,2013-10-01,-0.02204551696777335,train
27857,2013-10-02,-0.507980537414551,train
27857,2013-10-03,0.4097434043884278,train
27857,2013-10-04,0.36040706634521485,train
27857,2013-10-05,-0.11802892684936528,train
27857,2013-10-06,0.03911590576171875,train
27857,2013-10-07,0.019045543670654475,train
27857,2013-10-08,-0.14709701538085973,train
27857,2013-10-09,-0.1298557281494137,train
27857,2013-10-10,0.19758682250976634,train
27857,2013-10-11,0.0988513946533196,train
27857,2013-10-12,0.05051231384277344,train
27857,2013-10-13,0.04150285720825231,train
27857,2013-10-14,-0.021322631835937855,train
27857,2013-10-15,-0.06545319557189933,train
27857,2013-10-16,-0.2525398254394524,train
27857,2013-10-17,0.11387958526611364,train
27857,2013-10-18,0.4323051452636717,train
27857,2013-10-19,-0.050469207763672586,train
27857,2013-10-20,0.1266099929809572,train
27857,2013-10-21,-0.13599705696105957,train
27857,2013-10-22,-0.11502685546874991,train
27857,2013-10-23,-0.0691930770874023,train
27857,2013-10-24,0.039259815216064364,train
27857,2013-10-25,-0.0438468933105467,train
27857,2013-10-26,0.03590850830078196,train
27857,2013-10-27,0.11945438385009766,train
27857,2013-10-28,-0.891699028015136,train
27857,2013-10-29,-0.10651683807373047,train
27857,2013-10-30,0.406534576416016,train
27857,2013-10-31,0.7281661987304684,train
27857,2013-11-01,-0.07574205398559553,train
27857,2013-11-02,-0.5310610771179203,train
27857,2013-11-03,-0.13251295089721715,train
27857,2013-11-04,0.2381784439086907,train
27857,2013-11-05,0.38269996643066406,train
27857,2013-11-06,0.08068122863769567,train
27857,2013-11-07,0.00761184692382777,train
27857,2013-11-08,-0.08524322509765625,train
27857,2013-11-09,-0.10402698516845721,train
27857,2013-11-10,-0.3222202301025394,train
27857,2013-11-11,0.19386920928955043,train
27857,2013-11-12,-0.3263295173645018,train
27857,2013-11-13,0.22045326232910156,train
27857,2013-11-14,0.09239587783813441,train
27857,2013-11-15,0.42151041030883807,train
27857,2013-11-16,-0.12616147994995108,train
27857,2013-11-17,-0.23296632766723624,train
27857,2013-11-18,-0.1605133056640624,train
27857,2013-11-19,0.10256824493408212,train
27857,2013-11-20,0.4234031677246093,train
27857,2013-11-21,-0.1055806159973145,train
27857,2013-11-22,-0.4897993087768555,train
27857,2013-11-23,0.43637657165527344,train
27857,2013-11-24,0.5532869338989257,train
27857,2013-11-25,0.051683902740478516,train
27857,2013-11-26,0.0342000007629395,train
27857,2013-11-27,-0.646590805053711,train
27857,2013-11-28,0.12220611572265616,train
27857,2013-11-29,-0.3633872032165527,train
27857,2013-11-30,0.1637439727783203,train
27857,2013-12-01,0.02424831390380877,train
27857,2013-12-02,-0.4315584182739258,train
27857,2013-12-03,0.5954380035400391,train
27857,2013-12-04,-0.7367006301879879,train
27857,2013-12-05,-0.6851936340332032,train
27857,2013-12-06,0.540826988220215,train
27857,2013-12-07,-0.02537670135498038,train
27857,2013-12-08,0.37427864074706996,train
27857,2013-12-09,-0.0004827499389650214,train
27857,2013-12-10,0.0032453536987304688,train
27857,2013-12-11,0.3242206573486328,train
27857,2013-12-12,-0.0018505096435550428,train
27857,2013-12-13,-0.24240436553955114,train
27857,2013-12-14,-0.04789409637451181,train
27857,2013-12-15,-0.03562507629394496,train
27857,2013-12-16,-0.01420059204101598,train
27857,2013-12-17,-0.09359874725341832,train
27857,2013-12-18,0.026739215850830167,train
27857,2013-12-19,0.056120109558105424,train
27857,2013-12-20,-0.11412801742553713,train
27857,2013-12-21,0.09990291595458989,train
27857,2013-12-22,0.012351799011230513,train
27857,2013-12-23,-0.05308923721313477,train
27857,2013-12-24,-0.05001201629638663,train
27857,2013-12-25,0.11596193313598635,train
27857,2013-12-26,0.1265203475952148,train
27857,2013-12-27,-0.026468086242675604,train
27857,2013-12-28,0.037260246276855424,train
27857,2013-12-29,-0.21380653381347647,train
27857,2013-12-30,-0.06762914657592778,train
27857,2013-12-31,0.10083141326904296,train
27857,2014-01-01,0.01950531005859374,train
27857,2014-01-02,-0.0538232803344727,train
27857,2014-01-03,0.01125965118408212,train
27857,2014-01-04,0.044025421142578125,train
27857,2014-01-05,0.049993705749511896,train
27857,2014-01-06,-0.08604879379272462,train
27857,2014-01-07,0.025660228729248002,train
27857,2014-01-08,0.007274436950683583,train
27857,2014-01-09,0.020638561248779275,train
27857,2014-01-10,-0.006512641906738281,train
27857,2014-01-11,-0.06923351287841806,train
27857,2014-01-12,0.16462011337280275,train
27857,2014-01-13,-0.02878427505493164,train
27857,2014-01-14,-0.08689765930175763,train
27857,2014-01-15,-0.12630233764648402,train
27857,2014-01-16,-0.08870639801025426,train
27857,2014-01-17,-0.19076519012451154,train
27857,2014-01-18,-0.18101463317871058,train
27857,2014-01-19,-0.09763298034668111,train
27857,2014-01-20,-0.22725067138672017,train
27857,2014-01-21,0.4018825531005845,train
27857,2014-01-22,-0.18281478881835866,train
27857,2014-01-23,-0.010807418823240766,train
27857,2014-01-24,0.06716651916503835,train
27857,2014-01-25,-0.15367164611816264,train
27857,2014-01-26,0.27845840454101634,train
27857,2014-01-27,-0.23240089416503906,train
27857,2014-01-28,-0.17823219299316406,train
27857,2014-01-29,0.16629791259765625,train
27857,2014-01-30,-0.0672710418701179,train
27857,2014-01-31,-0.1913829803466811,train
27857,2014-02-01,0.0737506866455071,train
27857,2014-02-02,0.2727642059326172,train
27857,2014-02-03,-0.1185405731201179,train
27857,2014-02-04,-0.18257617950439453,train
27857,2014-02-05,0.028765106201171786,train
27857,2014-02-06,0.16914329528808558,train
27857,2014-02-07,-0.044989013671875355,train
27857,2014-02-08,-0.04452590942382795,train
27857,2014-02-09,-0.02081851959228498,train
27857,2014-02-10,0.17757968902587873,train
27857,2014-02-11,0.0923717498779304,train
27857,2014-02-12,-0.12439079284667964,train
27857,2014-02-13,0.03836536407470703,train
27857,2014-02-14,0.059968757629394576,train
27857,2014-02-15,0.11432723999023442,train
27857,2014-02-16,0.04959573745727541,train
27857,2014-02-17,0.04913072586059575,train
27857,2014-02-18,0.020054531097412065,train
27857,2014-02-19,-0.09457206726074219,train
27857,2014-02-20,0.16209650039672852,train
27857,2014-02-21,-0.4494056701660156,train
27857,2014-02-22,-0.006476593017578303,train
27857,2014-02-23,-0.0930318832397461,train
27857,2014-02-24,-0.3098258972167969,train
27857,2014-02-25,0.019174575805664062,train
27857,2014-02-26,-0.22927398681640554,train
27857,2014-02-27,0.0707294464111321,train
27857,2014-02-28,-0.0805944442749027,train
27857,2014-03-01,0.08804645538330114,train
27857,2014-03-02,-0.040309333801269887,train
27857,2014-03-03,-0.00481147766113299,train
27857,2014-03-04,0.1815279006958006,train
27857,2014-03-05,-0.14743404388427717,train
27857,2014-03-06,-0.047540283203124645,train
27857,2014-03-07,0.09562416076660085,train
27857,2014-03-08,0.03887634277343821,train
27857,2014-03-09,-0.3055183410644533,train
27857,2014-03-10,0.26450595855712855,train
27857,2014-03-11,0.012815570831298806,train
27857,2014-03-12,-0.31163558959960946,train
27857,2014-03-13,-0.4163580894470216,train
27857,2014-03-14,0.11659078598022465,train
27857,2014-03-15,-0.3213255882263182,train
27857,2014-03-16,-0.0034293651580812323,train
27857,2014-03-17,0.2691329002380371,train
27857,2014-03-18,-0.005586528778076166,train
27857,2014-03-19,0.308278465270996,train
27857,2014-03-20,-0.12744846343994132,train
27857,2014-03-21,0.06873188018798837,train
27857,2014-03-22,-0.04720993041992205,train
27857,2014-03-23,0.2655321121215817,train
27857,2014-03-24,0.17102489471435556,train
27857,2014-03-25,0.3679311752319334,train
27857,2014-03-26,0.22926540374755877,train
27857,2014-03-27,-0.14834337234497053,train
27857,2014-03-28,-0.014758300781250011,train
27857,2014-03-29,0.011951446533203125,train
27857,2014-03-30,-0.03571863174438472,train
27857,2014-03-31,-0.007143592834472745,train
27857,2014-04-01,-0.01257743835449221,train
27857,2014-04-02,-0.19199504852294913,train
27857,2014-04-03,-0.09110059738159182,train
27857,2014-04-04,-0.2106276512145997,train
27857,2014-04-05,-0.0010008811950683594,train
27857,2014-04-06,-0.2363054275512695,train
27857,2014-04-07,-0.15190496444702184,train
27857,2014-04-08,-0.10356082916259801,train
27857,2014-04-09,-0.12514944076538104,train
27857,2014-04-10,-0.04787445068359375,train
27857,2014-04-11,0.17499198913574218,train
27857,2014-04-12,-0.2201218605041504,train
27857,2014-04-13,0.3912366867065429,train
27857,2014-04-14,0.04054603576660121,train
27857,2014-04-15,-0.025279998779296875,train
27857,2014-04-16,-0.1951480865478512,train
27857,2014-04-17,0.5105855941772468,train
27857,2014-04-18,0.24458713531494158,train
27857,2014-04-19,0.21673164367675746,train
27857,2014-04-20,0.06340332031249929,train
27857,2014-04-21,0.05450172424316335,train
27857,2014-04-22,-0.1654510498046875,train
27857,2014-04-23,-0.03451080322265554,train
27857,2014-04-24,0.06760683059692418,train
27857,2014-04-25,-0.0472997665405277,train
27857,2014-04-26,-0.03624782562255824,train
27857,2014-04-27,-0.05367507934570348,train
27857,2014-04-28,0.04538307189941371,train
27857,2014-04-29,-0.06792850494384695,train
27857,2014-04-30,0.06351814270019496,train
27857,2014-05-01,0.018631744384766336,train
27857,2014-05-02,0.004822158813476918,train
27857,2014-05-03,-0.10231819152832067,train
27857,2014-05-04,0.14143905639648402,train
27857,2014-05-05,-0.015055274963378551,train
27857,2014-05-06,0.0069587707519538355,train
27857,2014-05-07,-0.1399506568908695,train
27857,2014-05-08,0.07180366516113246,train
27857,2014-05-09,0.032363128662108664,train
27857,2014-05-10,-0.022568511962891336,train
27857,2014-05-11,0.08316955566406392,train
27857,2014-05-12,-0.16979293823242259,train
27857,2014-05-13,0.10780525207519531,train
27857,2014-05-14,-0.1317932128906243,train
27857,2014-05-15,-0.00760650634765625,train
27857,2014-05-16,0.01595306396484375,train
27857,2014-05-17,-0.4869728088378906,train
27857,2014-05-18,-0.17103805541992045,train
27857,2014-05-19,-0.1436126708984382,train
27857,2014-05-20,0.15546722412109304,train
27857,2014-05-21,-0.1367240905761733,train
27857,2014-05-22,-0.05752410888671733,train
27857,2014-05-23,-0.09378890991211009,train
27857,2014-05-24,-0.028798675537110796,train
27857,2014-05-25,0.06923217773437429,train
27857,2014-05-26,-0.08095855712890554,train
27857,2014-05-27,-0.12367973327636861,train
27857,2014-05-28,-0.12281036376953125,train
27857,2014-05-29,0.017108535766602984,train
27857,2014-05-30,-0.290539169311522,train
27857,2014-05-31,0.0991722106933608,train
27857,2014-06-01,0.011293029785157671,train
27857,2014-06-02,0.25899162292480327,train
27857,2014-06-03,0.008731842041015625,train
27857,2014-06-04,-0.039017486572266336,train
27857,2014-06-05,-0.07506980895995952,train
27857,2014-06-06,-0.1567668914794922,train
27857,2014-06-07,0.0061309814453132105,train
27857,2014-06-08,-0.3236267089843743,train
27857,2014-06-09,-0.20007705688476562,train
27857,2014-06-10,0.09936218261718821,train
27857,2014-06-11,0.22451229095458913,train
27857,2014-06-12,-0.039338684082030895,train
27857,2014-06-13,0.05499076843261719,train
27857,2014-06-14,-0.28988571166992116,train
27857,2014-06-15,-0.07318477630615305,train
27857,2014-06-16,-0.05223503112793004,train
27857,2014-06-17,0.2039062499999993,train
27857,2014-06-18,0.0486095428466804,train
27857,2014-06-19,0.21014137268066335,train
27857,2014-06-20,0.17119655609130824,train
27857,2014-06-21,0.24561862945556712,train
27857,2014-06-22,0.1268753051757816,train
27857,2014-06-23,-0.07829475402832031,train
27857,2014-06-24,-0.22048873901367116,train
27857,2014-06-25,0.17931861877441335,train
27857,2014-06-26,0.16976890563964808,train
27857,2014-06-27,0.030948829650878196,train
27857,2014-06-28,-0.0330707550048821,train
27857,2014-06-29,-0.04587974548339879,train
27857,2014-06-30,-0.11277141571044957,train
27857,2014-07-01,-0.06793365478515767,train
27857,2014-07-02,0.04248199462890767,train
27857,2014-07-03,0.13784751892089986,train
27857,2014-07-04,-0.013742828369139204,train
27857,2014-07-05,0.08580322265624929,train
27857,2014-07-06,-0.08780746459961009,train
27857,2014-07-07,-0.1009574890136733,train
27857,2014-07-08,0.16321983337402202,train
27857,2014-07-09,-0.042790985107423296,train
27857,2014-07-10,0.24348526000976634,train
27857,2014-07-11,-0.06263275146484304,train
27857,2014-07-12,-0.002919769287110796,train
27857,2014-07-13,0.2481945037841804,train
27857,2014-07-14,0.04776153564453267,train
27857,2014-07-15,0.03615264892578196,train
27857,2014-07-16,0.34884796142578267,train
27857,2014-07-17,0.12417411804199219,train
27857,2014-07-18,-0.01519775390625,train
27857,2014-07-19,0.035314178466798296,train
27857,2014-07-20,-0.2652050018310561,train
27857,2014-07-21,0.06999092102050852,train
27857,2014-07-22,0.12549896240234304,train
27857,2014-07-23,0.13411178588867045,train
27857,2014-07-24,0.19429168701172017,train
27857,2014-07-25,0.2913482666015632,train
27857,2014-07-26,-0.09215545654296875,train
27857,2014-07-27,-0.2517303466796861,train
27857,2014-07-28,0.18383102416992259,train
27857,2014-07-29,0.04644165039062642,train
27857,2014-07-30,0.02214775085449361,train
27857,2014-07-31,0.20836944580078054,train
27857,2014-08-01,-0.11627502441406179,train
27857,2014-08-02,0.02378540039062571,train
27857,2014-08-03,-0.10158233642578196,train
27857,2014-08-04,-0.21569061279296875,train
27857,2014-08-05,0.2520782470703118,train
27857,2014-08-06,-0.16598739624023295,train
27857,2014-08-07,-0.08963088989257884,train
27857,2014-08-08,0.10698242187499929,train
27857,2014-08-09,0.3235588073730469,train
27857,2014-08-10,-0.09499664306640554,train
27857,2014-08-11,-0.10772247314453054,train
27857,2014-08-12,0.2947593688964858,train
27857,2014-08-13,0.01886901855468892,train
27857,2014-08-14,-0.12780838012695384,train
27857,2014-08-15,0.17887802124023366,train
27857,2014-08-16,0.06157035827636648,train
27857,2014-08-17,0.01121826171874929,train
27857,2014-08-18,0.010681915283203836,train
27857,2014-08-19,0.22643966674804616,train
27857,2014-08-20,-0.28862953186035156,train
27857,2014-08-21,0.08361129760742259,train
27857,2014-08-22,-0.08766403198242045,train
27857,2014-08-23,0.1402587890625,train
27857,2014-08-24,-0.40454559326171946,train
27857,2014-08-25,0.15480117797851634,train
27857,2014-08-26,-0.001171112060546875,train
27857,2014-08-27,0.13631820678710938,train
27857,2014-08-28,-0.07054977416992259,train
27857,2014-08-29,-0.11548938751220739,train
27857,2014-08-30,-0.05389823913574254,train
27857,2014-08-31,0.005586814880370383,train
27857,2014-09-01,0.27373008728027415,train
27857,2014-09-02,0.11523818969726562,train
27857,2014-09-03,-0.07463531494140696,train
27857,2014-09-04,-0.19114151000976598,train
27857,2014-09-05,-0.0644266128540032,train
27857,2014-09-06,-0.21933822631836009,train
27857,2014-09-07,-0.009741783142089844,train
27857,2014-09-08,-0.3064918518066406,train
27857,2014-09-09,0.1902042388916012,train
27857,2014-09-10,-0.3601734161376946,train
27857,2014-09-11,0.38020401000976634,train
27857,2014-09-12,-0.09943237304687536,train
27857,2014-09-13,0.02832508087158203,train
27857,2014-09-14,0.10326423645019567,train
27857,2014-09-15,0.4978498458862308,train
27857,2014-09-16,-0.01735687255859375,train
27857,2014-09-17,0.01669845581054652,train
27857,2014-09-18,0.09424734115600586,train
27857,2014-09-19,0.016248416900634943,train
27857,2014-09-20,-0.2778423309326179,train
27857,2014-09-21,-0.08909950256347621,train
27857,2014-09-22,0.025920867919921875,train
27857,2014-09-23,0.1458538055419929,train
27857,2014-09-24,0.003698158264160867,train
27857,2014-09-25,-0.18435211181640554,train
27857,2014-09-26,-0.02139568328857422,train
27857,2014-09-27,-0.01733875274658203,train
27857,2014-09-28,-0.1447021484374993,train
27857,2014-09-29,0.37148818969726527,train
27857,2014-09-30,-0.07407798767089879,train
27857,2014-10-01,0.03823585510253924,train
27857,2014-10-02,0.03931999206542969,train
27857,2014-10-03,0.05118026733398473,train
27857,2014-10-04,-0.0892796516418457,train
27857,2014-10-05,-0.053478813171386363,train
27857,2014-10-06,-0.1146710872650143,train
27857,2014-10-07,0.0014560699462888849,train
27857,2014-10-08,-0.02273426055908212,train
27857,2014-10-09,-0.0736157417297365,train
27857,2014-10-10,-0.01545257568359304,train
27857,2014-10-11,0.01846332550048757,train
