mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9937234712409577,0.8577283339313266,0.6670005672458567,0.5458379507064826,5110
scratch,0.9945967932519115,0.7958217199650182,0.611530860874751,0.49081048965454177,5110
finetune,0.9938725075183856,0.8474837676055218,0.6541043633537517,0.5260785102844245,5110
