mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9785472998813302,1.7974414933278273,1.063033811845425,0.6334789276123054,5110
scratch,0.9798402787068928,1.74243282468339,0.9996502194805853,0.5914724826812745,5110
finetune,0.9796064881474251,1.7525071232228568,1.0418414121784576,0.6412075519561764,5110
