station,n,baseline_mae,model_mae,mae_gain
32411,730,1.1653424657534248,1.1681635477965417,-0.0028210820431169292
31168,729,1.2060356652949245,1.169025714345409,0.037009950949515424
30925,730,1.1867123287671233,1.183419897608357,0.003292431158766318
30710,730,1.3639726027397259,1.186386192579792,0.17758641015993382
32061,729,1.2423868312757202,1.2147141793035021,0.027672651972218132
30777,730,1.2578082191780822,1.2387146717167064,0.019093547461375815
30230,728,1.2387362637362638,1.2387362637362638,0.0
24959,730,1.2472602739726026,1.2472602739726026,0.0
29838,730,1.3326027397260274,1.2531961543521244,0.079406585373903
24641,729,1.2555555555555555,1.2555555555555555,0.0
31388,669,1.278624813153961,1.262675086610431,0.015949726543529996
30521,730,1.2787671232876712,1.2642261456795776,0.014540977608093586
24343,692,1.2648843930635838,1.2648843930635838,0.0
31369,730,1.2802739726027397,1.266337007793968,0.013936964808771712
31873,730,1.3091780821917807,1.2735268816229415,0.03565120056883919
31707,729,1.3495198902606311,1.307633586682696,0.0418863035779351
31004,729,1.3333333333333333,1.3125031298672876,0.020830203466045694
24944,730,1.3153424657534245,1.3153424657534245,0.0
24738,730,1.3469863013698629,1.3198918040025316,0.02709449736733127
23921,728,1.329532967032967,1.3327171701398055,-0.0031842031068385346
30673,730,1.362054794520548,1.332756751454754,0.029298043065793866
23955,730,1.3595890410958904,1.3595890410958904,0.0
30949,728,1.3835164835164835,1.3636192909257672,0.019897192590716317
36034,730,1.393835616438356,1.3655944152153416,0.028241201223014434
34163,728,1.4795329670329673,1.3776538251670192,0.10187914186594815
32098,730,1.3983561643835618,1.3804705438199008,0.017885620563661053
23884,730,1.3967123287671233,1.3833041584501935,0.013408170316929757
23891,728,1.3913461538461538,1.394599006008766,-0.0032528521626122853
21982,728,1.3832417582417582,1.4013861879810003,-0.01814442973924213
29231,730,1.422739726027397,1.4032876112720327,0.019452114755364347
31594,730,1.4283561643835616,1.410820709905804,0.017535454477757506
29866,729,1.4866941015089163,1.4181167085616706,0.06857739294724574
25913,730,3.4794520547945207,1.4394271942901693,2.040024860504351
30636,728,1.4644230769230768,1.4396478868918596,0.024775190031217198
29698,730,1.476164383561644,1.4445372192704513,0.03162716429119272
30372,730,1.461917808219178,1.4479186209000339,0.013999187319144069
20891,729,1.4587105624142662,1.4587105624142662,0.0
23472,730,1.4593150684931506,1.4593150684931506,0.0
29282,730,1.4910958904109588,1.4632946716135442,0.027801218797414595
31532,730,1.4875342465753425,1.469785390234718,0.017748856340624508
31416,730,1.5002739726027399,1.4763031672716955,0.023970805331044343
28434,728,1.5015109890109888,1.487651183131243,0.01385980587974589
29570,730,1.9046575342465755,1.5121685377192005,0.392488996527375
24951,730,1.5157534246575342,1.5126206487866296,0.0031327758709045472
30965,730,1.5615068493150683,1.5131561437034853,0.048350705611583056
21946,730,1.5604109589041095,1.5183786016421978,0.04203235726191168
30252,730,1.560958904109589,1.5664849930032065,-0.005526088893617498
24507,730,1.6017808219178085,1.6017808219178085,0.0
24966,677,1.6624815361890695,1.671877436533548,-0.00939590034447857
24688,730,1.6767123287671233,1.6767123287671233,0.0
24817,730,1.7509589041095892,1.7509589041095892,0.0
24908,730,1.902191780821918,1.881931049663012,0.02026073115890603
24266,720,1.9531944444444447,1.9531944444444447,0.0
25551,730,1.9591780821917806,1.9532363285063061,0.005941753685474449
25563,730,2.1264383561643836,1.9646478841821216,0.16179047198226204
25703,730,2.0484931506849318,2.0935617822082073,-0.04506863152327556
28138,723,2.3658367911479945,2.2557469399303276,0.1100898512176669
