target_station_count,base_mode,base_RMSE,base_MAE,base_R2,new_mode,new_RMSE,new_MAE,new_R2,delta_RMSE,delta_MAE,delta_R2
26,scratch,1.4688993007390745,0.8774427404982238,0.985672959648209,scratch+bias[station_month],1.4590892874368198,0.8770503418871245,0.9858636863119048,-0.009810013302254728,-0.0003923986110992983,0.00019072666369579494
5,scratch,1.674065575259667,0.969222997965878,0.9813912428774516,finetune+bias[station_month],1.6788012156175336,0.969010200825256,0.981285812090489,0.004735640357866666,-0.00021279714062194532,-0.00010543078696256813
3,finetune,1.6989160763282307,0.994197825974914,0.980834670607676,scratch+bias[station_month],1.701458508350097,0.9952809965546516,0.9807772657628648,0.0025424320218663254,0.0010831705797376134,-5.7404844811204114e-05
