run_tag,variant,RMSE,MAE,R2,RMSE_gain_vs_baseline_run,MAE_gain_vs_baseline_run,RMSE_gain_vs_control_etalon,MAE_gain_vs_control_etalon
control_etalon,xgb_delta_gated,1.5812899159310712,1.0864265915098723,0.9895936048694736,0.10270723960099759,0.04800175022966058,0.0,0.0
improved,baseline,1.6839971555320687,1.1344283417395329,0.988197880263008,0.0,0.0,-0.10270723960099759,-0.04800175022966058
improved,xgb_delta_gated_adaptive,1.583053512096699,1.0873287797350606,0.9895703796371608,0.10094364343536966,0.047099562004472295,-0.0017635961656279342,-0.0009021882251882829
improved,xgb_delta_gated,1.5812899159310712,1.0864265915098723,0.9895936048694736,0.10270723960099759,0.04800175022966058,0.0,0.0
improved,xgb_delta_gated_adaptive_safeguard,1.5791770101751268,1.085629792313023,0.9896213961581434,0.10482014535694195,0.04879854942650996,0.002112905755944361,0.0007967991968493848
improved,xgb_delta_selector_station_month,1.575435645197171,1.0830967205634043,0.9896705156004288,0.1085615103348978,0.05133162117612855,0.005854270733900213,0.003329870946467972
