mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9507640644941301,1.3361102819887103,0.9634808876656539,0.6785119533538818,3624
scratch,0.9758025683422654,0.9366683485436573,0.6791274771719317,0.4899025917053228,3624
finetune,0.9754811692502066,0.9428684134942474,0.6858004280799798,0.4903574466705323,3624
