mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9799499324867379,1.7376875987128693,1.0178762774458139,0.5970282793045036,5110
scratch,0.9854563859377148,1.4799599154006264,0.8922723759223803,0.5695287704467766,5110
finetune,0.9853775424023974,1.4839660570527653,0.8785255581152182,0.5520105361938477,5110
