mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9388321154115531,1.489233989134149,1.0352285129871326,0.6942775726318361,3624
scratch,0.9759636572688666,0.9335453133342145,0.6752924624986733,0.4837101817131042,3624
finetune,0.9742620016599303,0.9660255061084673,0.704008903198158,0.5115782260894772,3624
