mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9787052279082179,1.7908131725906162,1.069749166363606,0.6428172588348389,5110
scratch,0.985672959648209,1.4688993007390743,0.8774427404982238,0.5559739112854001,5110
finetune,0.9852470794489734,1.4905713993448826,0.8884663801977079,0.5710469722747803,5110
