station,n,baseline_mae,xgb_delta_cluster_mae,gain,alpha
25913,365,2.946849315068493,1.4797068005192975,1.4671425145491954,0.4978681831633101
22113,365,1.258082191780822,0.7266759705822914,0.5314062211985306,0.4223938822679958
37235,365,0.8843835616438357,0.5910043795886513,0.29337918205518443,0.3317329660785078
29570,365,1.4216438356164383,1.243585964801581,0.17805787081485724,0.12524787598269974
30710,365,1.2413698630136987,1.0636493207120068,0.17772054230169188,0.14316485972217508
25563,365,2.4104109589041096,2.255814218146548,0.1545967407575617,0.06413708840248922
26063,365,0.6131506849315069,0.518123677708974,0.09502700722253288,0.154981490778483
24688,365,1.8846575342465757,1.791168551133812,0.09348898311276366,0.049605289774907295
30823,365,1.2115068493150685,1.1193476284902595,0.09215922082480899,0.07606991316385184
30673,365,1.5561643835616439,1.4751096614897699,0.08105472207187403,0.05208622104970778
28900,365,0.6528767123287671,0.5736955594032851,0.079181152925482,0.12128040628535851
30965,365,1.5865753424657534,1.5105394093099063,0.07603593315584711,0.04792456501793161
22837,365,1.1884931506849314,1.1196304529129644,0.06886269777196707,0.057941181850548605
31707,365,1.232602739726027,1.1685129062059232,0.06408983352010389,0.05199553063978201
31873,365,1.3345205479452056,1.2740606362978637,0.06045991164734188,0.04530459402849473
30949,365,1.4032876712328768,1.343218862717024,0.06006880851585272,0.042805769442183214
31594,365,1.4994520547945205,1.4411947216750889,0.0582573331194316,0.03885241474254072
24908,365,1.894246575342466,1.8376191584679797,0.05662741687448625,0.029894427479299216
29838,365,1.5197260273972604,1.4633870181724533,0.05633900922480706,0.03707181966297922
32098,365,1.5421917808219177,1.4860646575138814,0.056127123308036264,0.036394386227452905
21982,365,1.2167123287671233,1.161639500680724,0.05507282808639924,0.0452636393864799
29866,293,1.4860068259385668,1.4310328420514438,0.054973983887123046,0.036994435642919266
28440,365,0.8567123287671234,0.8020560594905831,0.054656269276540326,0.06379769199212412
25703,364,2.1123626373626374,2.0610552269315527,0.051307410431084666,0.02428911093369075
30393,364,1.2436813186813187,1.1976845404924201,0.04599677818889858,0.03698437654243226
31532,365,1.552876712328767,1.5098113958129644,0.04306531651580259,0.027732605025172805
30372,365,1.6578082191780823,1.615064970600221,0.04274324857786138,0.025782987491190554
30521,365,1.4043835616438354,1.3618932103521306,0.04249035129170475,0.030255517404354736
31369,365,1.409041095890411,1.3670053616356208,0.042035734254790125,0.029832866037329177
31388,354,1.2522598870056498,1.2110768242936456,0.041183062712004226,0.0328869934582664
31329,365,1.0575342465753426,1.0176159266746054,0.03991831990073713,0.03774659783359858
30925,365,1.2112328767123288,1.1713406505166197,0.03989222619570909,0.032935224070196376
23891,364,1.4549450549450547,1.4168687437283605,0.03807631121669419,0.026170274325673506
32061,364,1.2678571428571428,1.2299317552822264,0.03792538757491637,0.029912981749229815
31168,365,1.2580821917808218,1.2205623027761483,0.03751988900467351,0.029823082505892495
29698,365,1.4712328767123288,1.434641028788158,0.03659184792417092,0.02487155398942716
28138,306,1.8362745098039215,1.7997768572155382,0.036497652588383334,0.019875923993673786
24966,339,1.8380530973451328,1.8034259671741988,0.034627130170933995,0.018839026043888017
34163,275,1.2272727272727275,1.1926499662562697,0.03462276101645778,0.02821113860600263
24343,363,1.3575757575757577,1.323499179389533,0.03407657818622467,0.025101050896102994
30252,365,1.6312328767123287,1.598398758360848,0.032834118351480646,0.020128406446574463
30777,365,1.286301369863014,1.255234913376275,0.03106645648673889,0.02415177128362022
21946,365,1.5838356164383565,1.552818480571094,0.031017135867262402,0.019583557501385185
24959,365,1.2219178082191782,1.192221700204281,0.029696108014897193,0.02430286866690017
31416,365,1.692602739726028,1.6637564321654554,0.028846307560572493,0.017042574068645122
31915,365,1.1893150684931508,1.161665989148992,0.027649079344158833,0.023247901314485078
31909,365,1.2964383561643837,1.2688682137950553,0.02757014236932842,0.021266065014380543
32165,365,0.8424657534246576,0.8162123504105304,0.026253403014127152,0.031162575935468
29612,364,1.048901098901099,1.0234729631207382,0.02542813578036074,0.02424264385555607
34172,364,1.0324175824175823,1.0081788582135,0.02423872420408224,0.023477636003954062
23884,365,1.4761643835616438,1.4531670669863666,0.02299731657527726,0.015579102728240906
28722,365,0.8958904109589038,0.8749499671601638,0.02094044379873994,0.023373889867095047
28434,364,1.2494505494505495,1.2287585462436814,0.020692003206868037,0.016560882074098428
36034,365,1.4816438356164385,1.4609553189611395,0.020688516655299027,0.0139632185265979
24266,365,2.0021917808219176,1.9826035143448717,0.019588266477045924,0.009783411691463824
24507,364,1.6873626373626376,1.6681613543331828,0.019201283029454785,0.011379464380855651
29231,365,1.4005479452054792,1.381389317015674,0.019158628189805293,0.013679380456335941
31960,365,1.3572602739726027,1.3388587557139793,0.01840151825862346,0.013557840461036664
31004,365,1.232054794520548,1.2153624598563277,0.016692334664220265,0.013548370363443177
37031,365,0.8082191780821918,0.7917035170298785,0.01651566105231328,0.02043463147150626
27595,365,0.8517808219178081,0.8366901998403993,0.015090622077408855,0.017716555349804545
31510,365,1.0249315068493152,1.012816690299022,0.012114816550293117,0.011820123070989006
35121,365,0.9882191780821917,0.9767953180863638,0.011423859995827956,0.011560046849118948
30636,364,1.5796703296703296,1.5682871166443657,0.0113832130259639,0.007206068767740626
