station,n,baseline_mae,model_mae,mae_gain
25913,730,3.4794520547945207,1.4346723519404712,2.0447797028540498
34163,728,1.4795329670329673,1.4363430821954066,0.0431898848375607
30636,728,1.4644230769230768,1.4401555927728902,0.024267484150186647
30372,730,1.461917808219178,1.4420899905746023,0.01982781764457564
29698,730,1.476164383561644,1.4464026201606106,0.029761763401033425
23472,730,1.4593150684931506,1.4517506421865158,0.007564426306634786
31532,730,1.4875342465753425,1.4574704874098325,0.030063759165509962
20891,729,1.4587105624142662,1.4657141094406445,-0.007003547026378287
29282,730,1.4910958904109588,1.469714989298285,0.021380901112673767
31416,730,1.5002739726027399,1.474143158436772,0.026130814165967964
28434,728,1.5015109890109888,1.4766571987048047,0.024853790306184065
24951,730,1.5157534246575342,1.4825680436010709,0.03318538105646329
30965,730,1.5615068493150683,1.499996985936193,0.06150986337887532
29570,730,1.9046575342465755,1.5118613028741754,0.39279623137240005
21946,730,1.5604109589041095,1.5227929001082094,0.03761805879590008
30252,730,1.560958904109589,1.539508599502175,0.02145030460741415
24507,730,1.6017808219178085,1.5978685974605438,0.00391222445726469
24966,677,1.6624815361890695,1.6338515617909455,0.02862997439812398
24688,730,1.6767123287671233,1.6690905679198145,0.007621760847308812
24817,730,1.7509589041095892,1.7235809966771902,0.027377907432398985
24908,730,1.902191780821918,1.8856437832032917,0.016547997618626242
24266,720,1.9531944444444447,1.9114231359212215,0.041771308523223194
25551,730,1.9591780821917806,1.9336634466815452,0.02551463551023536
25563,730,2.1264383561643836,1.9642004766575483,0.16223787950683533
25703,730,2.0484931506849318,2.02135183732184,0.02714131336309178
28138,723,2.3658367911479945,2.3268676520885423,0.03896913905945221
