mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9843674540100903,1.3940727844720529,1.0376736134241595,0.7972863197326658,3642
scratch,0.993495891467286,0.899216942783198,0.6894729356854779,0.5681156158447269,3642
finetune,0.992890566999441,0.9401303523619092,0.7120685591925506,0.5658550262451176,3642
