station,month,n,baseline_mae,xgb_mae,gain,alpha,is_eligible
29866,8,31,1.2161290322580651,1.12156907973751,0.09455995252055516,0.07775486812035036,1
31594,10,31,1.3064516129032258,1.2119213176110095,0.09453029529221624,0.07235652232243713,1
24944,9,30,0.9700000000000001,0.8762912642955779,0.09370873570442217,0.09660694402517749,1
30636,6,30,1.313333333333333,1.2198468049367268,0.0934865283966062,0.07118263583497936,1
21946,1,31,2.0322580645161294,1.9387988675025207,0.09345919701360872,0.04598785884796618,1
30521,6,30,0.9733333333333332,0.8800347073872883,0.09329862594604488,0.0958547526842927,1
31168,7,31,0.9322580645161287,0.8392768244589527,0.092981240057176,0.09973766234506773,1
30710,4,30,0.8766666666666667,0.7840974591175717,0.09256920754909503,0.10559225195714261,1
29698,6,30,1.0899999999999996,0.9974518648783365,0.09254813512166316,0.08490654598317723,1
31416,1,31,2.029032258064516,1.9365065420827552,0.09252571598176074,0.045600909307386056,1
