mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9941934127309039,0.8249933994702937,0.6422444746685588,0.5245209693908697,5110
scratch,0.9949249045679587,0.7712800565193944,0.5868531759284481,0.46040706634521467,5110
finetune,0.9949062261567276,0.7726980648459381,0.5984620137970509,0.488242149353027,5110
