mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9792395739890675,1.7682021431438861,1.0411248951172805,0.6247575759887694,5110
scratch,0.9813902868287361,1.6741085783381642,0.969287689563899,0.559514356831631,5110
finetune,0.9810520603310056,1.6892533103886795,0.9706285726551441,0.566325945994901,5110
