mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.979403461498729,1.7612090201743045,1.0273025943715044,0.5986911296844482,5110
scratch,0.9807769306906051,1.7014733373815853,0.995367167579218,0.5982992887496947,5110
finetune,0.9805113774987705,1.7131853569358388,0.9909034988044991,0.5869937896728521,5110
