mode,bias_variant,R2,RMSE,MAE,MedAE,n
zero-shot,station_month,0.9797457109359304,1.7465148553187482,1.0140694844485616,0.5963125662306861,5110
scratch,station_month,0.9807772657628647,1.701458508350097,0.9952809965546516,0.599112989569223,5110
finetune,station_month,0.9805121750044808,1.7131503034300601,0.990905940794177,0.5861297907471057,5110
