mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9427496370846342,1.4407556490056075,1.0158471875632835,0.6860688209533692,3624
scratch,0.9762041133169949,0.9288640510285918,0.6696040227844752,0.47774624824523926,3624
finetune,0.9750097835242016,0.9518888026850709,0.6925875591915964,0.5046744346618652,3624
