direction,source_region,target_region,requested_target_stations,target_station_count,mode,R2,RMSE,MAE,MedAE,n,run_dir
west_to_east,west,east,3,3,finetune,0.980304292329848,1.7222634176600862,1.000427097089137,0.5944854259490966,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__fewtrain03
west_to_east,west,east,3,3,finetune+bias[station_month],0.9803041362252356,1.722270242820552,1.0005344798129885,0.5904180523258233,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__fewtrain03
west_to_east,west,east,3,3,scratch,0.9799301773212288,1.7385434525499486,0.99431373722166,0.5814893722534181,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__fewtrain03
west_to_east,west,east,3,3,scratch+bias[station_month],0.979934298906887,1.7383649277120254,0.9943127271816784,0.5833315540888899,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__fewtrain03
west_to_east,west,east,3,3,zero-shot,0.9793114308356806,1.765139403368977,1.037230485563409,0.6161790847778326,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__fewtrain03
west_to_east,west,east,3,3,zero-shot+bias[station_month],0.9797157312652148,1.7478069416293889,1.0198175465197497,0.5996920318705357,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__fewtrain03
west_to_east,west,east,5,5,finetune,0.9805102284545674,1.7132358606768816,0.9802760822292408,0.5684522628784183,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__fewtrain05
west_to_east,west,east,5,5,finetune+bias[station_month],0.9805135245294816,1.71309098487626,0.9800456479506924,0.5675917522649288,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__fewtrain05
west_to_east,west,east,5,5,scratch,0.981009681313418,1.6911413497406895,0.9764259359094728,0.5709288597106923,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__fewtrain05
west_to_east,west,east,5,5,scratch+bias[station_month],0.9810096467552726,1.6911428884900663,0.9771694019303514,0.5776657730474413,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__fewtrain05
west_to_east,west,east,5,5,zero-shot,0.9780056102266758,1.8199930963765287,1.0701767362773769,0.6449280738830572,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__fewtrain05
west_to_east,west,east,5,5,zero-shot+bias[station_month],0.978634034520444,1.7938042277013702,1.034085853078328,0.6144112675146634,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__fewtrain05
west_to_east,west,east,26,26,finetune,0.9847309697507396,1.51642002131189,0.8905102507148936,0.5596389293670655,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__all
west_to_east,west,east,26,26,finetune+bias[station_month],0.9847282547726662,1.516554832234544,0.8906270029203652,0.560634983517363,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__all
west_to_east,west,east,26,26,scratch,0.9850201101187372,1.501993635706797,0.8978711869618664,0.5789551258087162,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__all
west_to_east,west,east,26,26,scratch+bias[station_month],0.9850155247336972,1.502223500286353,0.898196560423713,0.5799987719677127,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__all
west_to_east,west,east,26,26,zero-shot,0.9779624227062932,1.8217790618649568,1.0668058020914604,0.6364237546920776,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__all
west_to_east,west,east,26,26,zero-shot+bias[station_month],0.9790036126019932,1.7782223753007518,1.03918829829191,0.6079402978274979,5110,outputs_runs/20260407_193100_spatial_transfer_w2e_stationmonth_w15/west_to_east__all
