Date,station,T_rp5
2021-12-16,23418,-5.9
2021-12-17,23418,-10.9
2021-12-18,23418,-20.1
2021-12-19,23418,-27.2
2021-12-20,23418,-18.6
2021-12-21,23418,-23.2
2021-12-22,23418,-23.8
2021-12-23,23418,-24.7
2021-12-24,23418,-24.9
2021-12-25,23418,-25.0
2021-12-26,23418,-13.4
2021-12-27,23418,-15.8
2021-12-28,23418,-20.3
2021-12-29,23418,-22.8
2021-12-30,23418,-17.2
2021-12-31,23418,-10.9
2022-01-01,23418,-10.1
2022-01-02,23418,-10.1
2022-01-03,23418,-16.2
2022-01-04,23418,-25.4
2022-01-05,23418,-31.7
2022-01-06,23418,-22.3
2022-01-07,23418,-15.9
2022-01-08,23418,-18.0
2022-01-09,23418,-17.7
2022-01-10,23418,-19.6
2022-01-11,23418,-18.6
2022-01-12,23418,-14.0
2022-01-13,23418,-13.1
2022-01-14,23418,-8.8
2022-01-15,23418,-11.4
2022-01-16,23418,-19.8
2022-01-17,23418,-17.3
2022-01-18,23418,-11.8
2022-01-19,23418,-9.9
2022-01-20,23418,-8.4
2022-01-21,23418,-6.4
2022-01-22,23418,-6.3
2022-01-23,23418,-9.7
2022-01-24,23418,-11.0
2022-01-25,23418,-7.1
2022-01-26,23418,-7.9
2022-01-27,23418,-11.1
2022-01-28,23418,-13.6
2022-01-29,23418,-13.5
2022-01-30,23418,-11.8
2022-01-31,23418,-14.1
2022-02-01,23418,-13.7
2022-02-02,23418,-10.7
2022-02-03,23418,-5.9
2022-02-04,23418,-11.2
2022-02-05,23418,-20.4
2022-02-06,23418,-26.9
2022-02-07,23418,-11.4
2022-02-08,23418,-12.8
2022-02-09,23418,-10.6
2022-02-10,23418,-7.5
2022-02-11,23418,-8.6
2022-02-12,23418,-13.1
2022-02-13,23418,-11.2
2022-02-14,23418,-11.0
2022-02-15,23418,-7.6
2022-02-16,23418,-7.1
2022-02-17,23418,-0.9
2022-02-18,23418,-1.4
2022-02-19,23418,-0.3
2022-02-20,23418,-1.6
2022-02-21,23418,-2.3
2022-02-22,23418,-5.5
2022-02-23,23418,-6.8
2022-02-24,23418,-7.2
2022-02-25,23418,-6.7
2022-02-26,23418,-2.1
2022-02-27,23418,-5.3
2022-02-28,23418,-2.8
2022-03-01,23418,-4.6
2022-03-02,23418,-4.1
2022-03-03,23418,-4.3
2022-03-04,23418,-20.5
2022-03-05,23418,-23.6
2022-03-06,23418,-25.4
2022-03-07,23418,-27.6
2022-03-08,23418,-23.8
2022-03-09,23418,-20.7
2022-03-10,23418,-19.3
2022-03-11,23418,-11.7
2022-03-12,23418,-7.2
2022-03-13,23418,-6.9
2022-03-14,23418,-13.8
2022-03-15,23418,-13.4
2022-03-16,23418,-7.4
2022-03-17,23418,-5.6
2022-03-18,23418,-6.9
2022-03-19,23418,-2.1
2022-03-20,23418,-0.4
2022-03-21,23418,-5.2
2022-03-22,23418,-2.6
2022-03-23,23418,-2.8
2022-03-24,23418,-5.8
2022-03-25,23418,-7.4
2022-03-26,23418,-5.5
2022-03-27,23418,-6.2
2022-03-28,23418,-4.4
2022-03-29,23418,-9.6
2022-03-30,23418,-10.3
2022-03-31,23418,-9.0
2022-04-01,23418,-6.3
2022-04-02,23418,-6.4
2022-04-03,23418,-5.1
2022-04-04,23418,-5.9
2022-04-05,23418,-10.0
2022-04-06,23418,-8.8
2022-04-07,23418,-9.1
2022-04-08,23418,-11.0
2022-04-09,23418,-1.7
2022-04-10,23418,8.4
2022-04-11,23418,6.9
2022-04-12,23418,4.8
2022-04-13,23418,3.5
2022-04-14,23418,3.8
2022-04-15,23418,-1.0
2022-04-16,23418,-4.4
2022-04-17,23418,-1.6
2022-04-18,23418,2.6
2022-04-19,23418,2.1
2022-04-20,23418,-2.6
2022-04-21,23418,-6.1
2022-04-22,23418,-6.7
2022-04-23,23418,-1.5
2022-04-24,23418,0.3
2022-04-25,23418,1.7
2022-04-26,23418,2.9
2022-04-27,23418,1.3
2022-04-28,23418,-2.4
2022-04-29,23418,0.4
2022-04-30,23418,-1.4
2022-05-01,23418,-1.1
2022-05-02,23418,-0.6
2022-05-03,23418,3.9
2022-05-04,23418,2.8
2022-05-05,23418,-1.6
2022-05-06,23418,-1.1
2022-05-07,23418,3.6
2022-05-08,23418,11.4
2022-05-09,23418,3.9
2022-05-10,23418,2.4
2022-05-11,23418,7.9
2022-05-12,23418,9.4
2022-05-13,23418,13.0
2022-05-14,23418,15.1
2022-05-15,23418,10.6
2022-05-16,23418,5.0
2022-05-17,23418,2.7
2022-05-18,23418,2.6
2022-05-19,23418,4.1
2022-05-20,23418,3.8
2022-05-21,23418,1.3
2022-05-22,23418,0.3
2022-05-23,23418,3.9
2022-05-24,23418,10.1
2022-05-25,23418,13.7
2022-05-26,23418,14.1
2022-05-27,23418,9.4
2022-05-28,23418,13.0
2022-05-29,23418,16.1
2022-05-30,23418,15.4
2022-05-31,23418,14.4
2022-06-01,23418,13.3
2022-06-02,23418,10.4
2022-06-03,23418,6.6
2022-06-04,23418,8.8
2022-06-05,23418,14.2
2022-06-06,23418,15.8
2022-06-07,23418,18.2
2022-06-08,23418,19.3
2022-06-09,23418,19.6
2022-06-10,23418,21.3
2022-06-11,23418,11.1
2022-06-12,23418,10.1
2022-06-13,23418,12.1
2022-06-14,23418,16.4
2022-06-15,23418,16.3
2022-06-16,23418,18.9
2022-06-17,23418,19.4
2022-06-18,23418,18.6
2022-06-19,23418,15.6
2022-06-20,23418,16.7
2022-06-21,23418,17.3
2022-06-22,23418,9.7
2022-06-23,23418,7.5
2022-06-24,23418,7.5
2022-06-25,23418,6.1
2022-06-26,23418,6.0
2022-06-27,23418,4.6
2022-06-28,23418,8.1
2022-06-29,23418,7.8
2022-06-30,23418,8.6
2022-07-01,23418,14.4
2022-07-02,23418,11.4
2022-07-03,23418,11.6
2022-07-04,23418,17.1
2022-07-05,23418,19.7
2022-07-06,23418,22.2
2022-07-07,23418,22.7
2022-07-08,23418,23.9
2022-07-09,23418,19.7
2022-07-10,23418,20.7
2022-07-11,23418,22.8
2022-07-12,23418,25.8
2022-07-13,23418,24.2
2022-07-14,23418,25.7
2022-07-15,23418,24.4
2022-07-16,23418,22.1
2022-07-17,23418,18.3
2022-07-18,23418,19.7
2022-07-19,23418,23.4
2022-07-20,23418,22.8
2022-07-21,23418,19.2
2022-07-22,23418,10.4
2022-07-23,23418,12.8
2022-07-24,23418,13.9
2022-07-25,23418,12.7
2022-07-26,23418,12.7
2022-07-27,23418,18.8
2022-07-28,23418,21.8
2022-07-29,23418,24.1
2022-07-30,23418,21.6
2022-07-31,23418,20.4
2022-08-01,23418,21.4
2022-08-02,23418,21.4
2022-08-03,23418,22.0
2022-08-04,23418,20.3
2022-08-05,23418,20.8
2022-08-06,23418,23.4
2022-08-07,23418,25.6
2022-08-08,23418,19.6
2022-08-09,23418,15.9
2022-08-10,23418,15.6
2022-08-11,23418,15.3
2022-08-12,23418,14.7
2022-08-13,23418,12.7
2022-08-14,23418,10.3
2022-08-15,23418,11.8
2022-08-16,23418,9.9
2022-08-17,23418,7.8
2022-08-18,23418,14.6
2022-08-19,23418,19.8
2022-08-20,23418,19.4
2022-08-21,23418,21.5
2022-08-22,23418,20.6
2022-08-23,23418,21.4
2022-08-24,23418,17.4
2022-08-25,23418,11.4
2022-08-26,23418,10.7
2022-08-27,23418,16.1
2022-08-28,23418,17.1
2022-08-29,23418,16.9
2022-08-30,23418,10.9
2022-08-31,23418,6.8
2022-09-01,23418,8.3
2022-09-02,23418,8.8
2022-09-03,23418,8.0
2022-09-04,23418,6.8
2022-09-05,23418,7.0
2022-09-06,23418,7.7
2022-09-07,23418,4.5
2022-09-08,23418,3.4
2022-09-09,23418,5.8
2022-09-10,23418,7.2
2022-09-11,23418,9.0
2022-09-12,23418,9.7
2022-09-13,23418,8.5
2022-09-14,23418,10.5
2022-09-15,23418,10.5
2022-09-16,23418,12.6
2022-09-17,23418,13.3
2022-09-18,23418,9.5
2022-09-19,23418,11.3
2022-09-20,23418,13.9
2022-09-21,23418,7.3
2022-09-22,23418,5.1
2022-09-23,23418,4.4
2022-09-24,23418,0.6
2022-09-25,23418,0.8
2022-09-26,23418,0.2
2022-09-27,23418,-0.2
2022-09-28,23418,-1.7
2022-09-29,23418,-0.7
2022-09-30,23418,1.4
2022-10-01,23418,3.2
2022-10-02,23418,6.2
2022-10-03,23418,6.0
2022-10-04,23418,4.7
2022-10-05,23418,8.0
2022-10-06,23418,6.1
2022-10-07,23418,6.8
2022-10-08,23418,7.2
2022-10-09,23418,8.3
2022-10-10,23418,5.6
2022-10-11,23418,5.5
2022-10-12,23418,5.9
2022-10-13,23418,4.7
2022-10-14,23418,3.7
2022-10-15,23418,0.3
2022-10-16,23418,2.8
2022-10-17,23418,6.6
2022-10-18,23418,5.3
2022-10-19,23418,2.7
2022-10-20,23418,0.3
2022-10-21,23418,0.2
2022-10-22,23418,0.3
2022-10-23,23418,-0.2
2022-10-24,23418,0.6
2022-10-25,23418,-3.0
2022-10-26,23418,-1.5
2022-10-27,23418,-1.6
2022-10-28,23418,-1.9
2022-10-29,23418,-1.5
2022-10-30,23418,1.2
2022-10-31,23418,0.2
2022-11-01,23418,-0.6
2022-11-02,23418,-4.1
2022-11-03,23418,-8.3
2022-11-04,23418,-12.5
2022-11-05,23418,-6.5
2022-11-06,23418,-0.7
2022-11-07,23418,-1.6
2022-11-08,23418,-1.0
2022-11-09,23418,-0.6
2022-11-10,23418,-1.3
2022-11-11,23418,-2.9
2022-11-12,23418,-4.3
2022-11-13,23418,-8.3
2022-11-14,23418,-11.2
2022-11-15,23418,-21.4
2022-11-16,23418,-24.9
2022-11-17,23418,-21.3
2022-11-18,23418,-6.8
2022-11-19,23418,-9.0
2022-11-20,23418,-0.7
2022-11-21,23418,-9.4
2022-11-22,23418,-22.9
2022-11-23,23418,-23.8
2022-11-24,23418,-14.1
2022-11-25,23418,-12.0
2022-11-26,23418,-16.6
2022-11-27,23418,-18.1
2022-11-28,23418,-15.9
2022-11-29,23418,-9.7
2022-11-30,23418,-15.1
2022-12-01,23418,-16.8
2022-12-02,23418,-15.3
2022-12-03,23418,-11.9
2022-12-04,23418,-8.3
2022-12-05,23418,-9.2
2022-12-06,23418,-11.2
2022-12-07,23418,-11.6
2022-12-08,23418,-8.9
2022-12-09,23418,-21.9
2022-12-10,23418,-27.2
2022-12-11,23418,-27.5
2022-12-12,23418,-31.2
2022-12-13,23418,-26.9
2022-12-14,23418,-10.0
2022-12-15,23418,-7.5
2022-12-16,23418,-7.8
2022-12-17,23418,-7.0
2022-12-18,23418,-10.7
2022-12-19,23418,-16.0
2022-12-20,23418,-12.5
2022-12-21,23418,-24.6
2022-12-22,23418,-19.5
2022-12-23,23418,-10.9
2022-12-24,23418,-2.1
2022-12-25,23418,-2.4
2022-12-26,23418,-5.8
2022-12-27,23418,-6.8
2022-12-28,23418,-11.0
2022-12-29,23418,-18.1
2022-12-30,23418,-21.3
2022-12-31,23418,-22.3
2023-01-01,23418,-16.3
2023-01-02,23418,-17.0
2023-01-03,23418,-17.2
2023-01-04,23418,-23.1
2023-01-05,23418,-25.6
2023-01-06,23418,-27.0
2023-01-07,23418,-33.0
2023-01-08,23418,-37.4
2023-01-09,23418,-22.3
2023-01-10,23418,-19.0
2023-01-11,23418,-16.7
2023-01-12,23418,-9.4
2023-01-13,23418,-8.0
2023-01-14,23418,-5.6
2023-01-15,23418,-2.2
2023-01-16,23418,-2.4
2023-01-17,23418,-5.1
2023-01-18,23418,-6.3
2023-01-19,23418,-6.9
2023-01-20,23418,-6.2
2023-01-21,23418,-3.1
2023-01-22,23418,-2.4
2023-01-23,23418,-4.3
2023-01-24,23418,-7.9
2023-01-25,23418,-6.1
2023-01-26,23418,-2.7
2023-01-27,23418,-3.8
2023-01-28,23418,-5.4
2023-01-29,23418,-7.1
2023-01-30,23418,-8.4
2023-01-31,23418,-6.6
2023-02-01,23418,-2.0
2023-02-02,23418,-2.4
2023-02-03,23418,-5.5
2023-02-04,23418,-11.3
2023-02-05,23418,-9.4
2023-02-06,23418,-11.8
2023-02-07,23418,-14.3
2023-02-08,23418,-4.3
2023-02-09,23418,-2.5
2023-02-10,23418,-1.7
2023-02-11,23418,-3.9
2023-02-12,23418,-4.9
2023-02-13,23418,-6.7
2023-02-14,23418,-7.7
2023-02-15,23418,-8.9
2023-02-16,23418,-9.7
2023-02-17,23418,-12.1
2023-02-18,23418,-15.3
2023-02-19,23418,-18.3
2023-02-20,23418,-23.4
2023-02-21,23418,-24.8
2023-02-22,23418,-21.7
2023-02-23,23418,-20.5
2023-02-24,23418,-16.1
2023-02-25,23418,-11.9
2023-02-26,23418,-15.8
2023-02-27,23418,-18.5
2023-02-28,23418,-14.7
2023-03-01,23418,-17.2
2023-03-02,23418,-22.7
2023-03-03,23418,-20.9
2023-03-04,23418,-24.7
2023-03-05,23418,-24.3
2023-03-06,23418,-23.6
2023-03-07,23418,-23.2
2023-03-08,23418,-19.0
2023-03-09,23418,-6.8
2023-03-10,23418,-8.4
2023-03-11,23418,-12.5
2023-03-12,23418,-6.8
2023-03-13,23418,1.7
2023-03-14,23418,-3.1
2023-03-15,23418,-0.1
2023-03-16,23418,1.9
2023-03-17,23418,-2.8
2023-03-18,23418,-8.7
2023-03-19,23418,-6.0
2023-03-20,23418,0.0
2023-03-21,23418,-0.2
2023-03-22,23418,-5.8
2023-03-23,23418,-5.7
2023-03-24,23418,-5.6
2023-03-25,23418,-6.2
2023-03-26,23418,-2.9
2023-03-27,23418,-8.3
2023-03-28,23418,-11.9
2023-03-29,23418,-9.2
2023-03-30,23418,-5.5
2023-03-31,23418,3.4
2023-04-01,23418,2.4
2023-04-02,23418,-0.9
2023-04-03,23418,-8.3
2023-04-04,23418,-5.4
2023-04-05,23418,-2.8
2023-04-06,23418,-14.7
2023-04-07,23418,-6.7
2023-04-08,23418,3.5
2023-04-09,23418,0.0
2023-04-10,23418,-4.5
2023-04-11,23418,0.8
2023-04-12,23418,-6.5
2023-04-13,23418,-15.6
2023-04-14,23418,-6.7
2023-04-15,23418,-3.8
2023-04-16,23418,-4.3
2023-04-17,23418,-1.3
2023-04-18,23418,-4.5
2023-04-19,23418,1.7
2023-04-20,23418,2.2
2023-04-21,23418,1.3
2023-04-22,23418,2.8
2023-04-23,23418,-1.1
2023-04-24,23418,-0.2
2023-04-25,23418,0.3
2023-04-26,23418,1.7
2023-04-27,23418,-1.1
2023-04-28,23418,-2.3
2023-04-29,23418,-2.9
2023-04-30,23418,1.8
2023-05-01,23418,5.3
2023-05-02,23418,5.9
2023-05-03,23418,7.6
2023-05-04,23418,5.2
2023-05-05,23418,4.5
2023-05-06,23418,2.1
2023-05-07,23418,-4.2
2023-05-08,23418,-0.4
2023-05-09,23418,2.7
2023-05-10,23418,1.2
2023-05-11,23418,4.8
2023-05-12,23418,3.8
2023-05-13,23418,2.7
2023-05-14,23418,2.9
2023-05-15,23418,6.2
2023-05-16,23418,6.7
2023-05-17,23418,14.6
2023-05-18,23418,19.0
2023-05-19,23418,13.3
2023-05-20,23418,5.4
2023-05-21,23418,10.4
2023-05-22,23418,15.2
2023-05-23,23418,15.9
2023-05-24,23418,18.7
2023-05-25,23418,22.2
2023-05-26,23418,20.9
2023-05-27,23418,14.1
2023-05-28,23418,14.6
2023-05-29,23418,14.2
2023-05-30,23418,15.9
2023-05-31,23418,16.4
2023-06-01,23418,14.6
2023-06-02,23418,17.1
2023-06-03,23418,19.0
2023-06-04,23418,19.6
2023-06-05,23418,11.7
2023-06-06,23418,10.7
2023-06-07,23418,7.6
2023-06-08,23418,5.6
2023-06-09,23418,11.2
2023-06-10,23418,7.4
2023-06-11,23418,3.3
2023-06-12,23418,8.6
2023-06-13,23418,15.9
2023-06-14,23418,9.4
2023-06-15,23418,8.8
2023-06-16,23418,5.5
2023-06-17,23418,6.4
2023-06-18,23418,6.4
2023-06-19,23418,6.7
2023-06-20,23418,7.2
2023-06-21,23418,8.2
2023-06-22,23418,7.8
2023-06-23,23418,9.5
2023-06-24,23418,12.0
2023-06-25,23418,14.1
2023-06-26,23418,14.2
2023-06-27,23418,12.4
2023-06-28,23418,12.4
2023-06-29,23418,12.0
2023-06-30,23418,15.3
2023-07-01,23418,17.9
2023-07-02,23418,18.1
2023-07-03,23418,18.8
2023-07-04,23418,20.4
2023-07-05,23418,21.5
2023-07-06,23418,17.6
2023-07-07,23418,13.9
2023-07-08,23418,12.9
2023-07-09,23418,11.7
2023-07-10,23418,10.2
2023-07-11,23418,15.5
2023-07-12,23418,14.2
2023-07-13,23418,15.3
2023-07-14,23418,17.1
2023-07-15,23418,18.9
2023-07-16,23418,21.9
2023-07-17,23418,21.0
2023-07-18,23418,23.6
2023-07-19,23418,24.3
2023-07-20,23418,21.6
2023-07-21,23418,21.1
2023-07-22,23418,18.3
2023-07-23,23418,19.9
2023-07-24,23418,18.7
2023-07-25,23418,20.4
2023-07-26,23418,20.3
2023-07-27,23418,20.7
2023-07-28,23418,19.0
2023-07-29,23418,21.2
2023-07-30,23418,24.5
2023-07-31,23418,23.9
2023-08-01,23418,23.7
2023-08-02,23418,22.3
2023-08-03,23418,23.1
2023-08-04,23418,21.1
2023-08-05,23418,22.8
2023-08-06,23418,19.0
2023-08-07,23418,18.3
2023-08-08,23418,14.7
2023-08-09,23418,16.3
2023-08-10,23418,16.1
2023-08-11,23418,15.9
2023-08-12,23418,19.5
2023-08-13,23418,23.2
2023-08-14,23418,20.9
2023-08-15,23418,21.6
2023-08-16,23418,21.7
2023-08-17,23418,19.7
2023-08-18,23418,16.4
2023-08-19,23418,11.7
2023-08-20,23418,9.7
2023-08-21,23418,8.7
2023-08-22,23418,9.2
2023-08-23,23418,10.4
2023-08-24,23418,9.9
2023-08-25,23418,9.9
2023-08-26,23418,8.6
2023-08-27,23418,8.6
2023-08-28,23418,8.5
2023-08-29,23418,10.6
2023-08-30,23418,10.6
2023-08-31,23418,9.6
2023-09-01,23418,13.6
2023-09-02,23418,15.6
2023-09-03,23418,15.0
2023-09-04,23418,14.2
2023-09-05,23418,14.4
2023-09-06,23418,16.6
2023-09-07,23418,15.3
2023-09-08,23418,12.3
2023-09-09,23418,11.7
2023-09-10,23418,8.1
2023-09-11,23418,9.3
2023-09-12,23418,10.2
2023-09-13,23418,10.9
2023-09-14,23418,13.2
2023-09-15,23418,14.9
2023-09-16,23418,9.6
2023-09-17,23418,7.6
2023-09-18,23418,8.9
2023-09-19,23418,8.5
2023-09-20,23418,10.1
2023-09-21,23418,11.4
2023-09-22,23418,6.2
2023-09-23,23418,11.8
2023-09-24,23418,18.0
2023-09-25,23418,10.6
2023-09-26,23418,8.3
2023-09-27,23418,8.6
2023-09-28,23418,9.7
2023-09-29,23418,3.4
2023-09-30,23418,6.0
2023-10-01,23418,11.2
2023-10-02,23418,9.2
2023-10-03,23418,2.0
2023-10-04,23418,5.2
2023-10-05,23418,8.8
2023-10-06,23418,7.1
2023-10-07,23418,6.3
2023-10-08,23418,7.7
2023-10-09,23418,4.1
2023-10-10,23418,2.4
2023-10-11,23418,1.3
2023-10-12,23418,0.1
2023-10-13,23418,2.1
2023-10-14,23418,1.9
2023-10-15,23418,2.2
2023-10-16,23418,5.7
2023-10-17,23418,5.5
2023-10-18,23418,4.5
2023-10-19,23418,1.1
2023-10-20,23418,0.4
2023-10-21,23418,-0.6
2023-10-22,23418,-0.1
2023-10-23,23418,-0.8
2023-10-24,23418,-3.0
2023-10-25,23418,-5.1
2023-10-26,23418,-6.6
2023-10-27,23418,-8.6
2023-10-28,23418,-13.9
2023-10-29,23418,-11.8
2023-10-30,23418,-5.9
2023-10-31,23418,-7.3
2023-11-01,23418,-7.6
2023-11-02,23418,-6.1
2023-11-03,23418,-4.2
2023-11-04,23418,-2.8
2023-11-05,23418,-4.8
2023-11-06,23418,1.2
2023-11-07,23418,1.8
2023-11-08,23418,2.4
2023-11-09,23418,0.9
2023-11-10,23418,-0.6
2023-11-11,23418,-2.8
2023-11-12,23418,-3.6
2023-11-13,23418,-7.8
2023-11-14,23418,-3.2
2023-11-15,23418,-3.7
2023-11-16,23418,-11.3
2023-11-17,23418,-12.2
2023-11-18,23418,-8.8
2023-11-19,23418,-6.8
2023-11-20,23418,-5.6
2023-11-21,23418,-11.7
2023-11-22,23418,-17.2
2023-11-23,23418,-12.5
2023-11-24,23418,-9.6
2023-11-25,23418,-14.1
2023-11-26,23418,-16.2
2023-11-27,23418,-16.2
2023-11-28,23418,-12.1
2023-11-29,23418,-10.9
2023-11-30,23418,-5.7
2023-12-01,23418,-4.9
2023-12-02,23418,-8.8
2023-12-03,23418,-11.6
2023-12-04,23418,-15.1
2023-12-05,23418,-26.6
2023-12-06,23418,-34.8
2023-12-07,23418,-33.6
2023-12-08,23418,-27.4
2023-12-09,23418,-16.4
2023-12-10,23418,-20.8
2023-12-11,23418,-22.5
2023-12-12,23418,-18.6
2023-12-13,23418,-14.8
2023-12-14,23418,-15.2
2023-12-15,23418,-15.3
2023-12-16,23418,-9.4
2023-12-17,23418,-12.1
2023-12-18,23418,-13.1
2023-12-19,23418,-10.7
2023-12-20,23418,-4.3
2023-12-21,23418,-1.6
2023-12-22,23418,-4.3
2023-12-23,23418,-10.4
2023-12-24,23418,-13.8
2023-12-25,23418,-7.7
2023-12-26,23418,-7.6
2023-12-27,23418,-7.2
2023-12-28,23418,-15.4
2023-12-29,23418,-18.0
2023-12-30,23418,-16.3
2023-12-31,23418,-26.0
2013-01-01,23472,-27.3
2013-01-02,23472,-18.4
2013-01-03,23472,-33.3
2013-01-04,23472,-30.0
2013-01-05,23472,-20.6
2013-01-06,23472,-20.0
2013-01-07,23472,-23.1
2013-01-08,23472,-22.3
2013-01-09,23472,-26.1
2013-01-10,23472,-26.4
2013-01-11,23472,-28.0
2013-01-12,23472,-30.8
2013-01-13,23472,-26.2
2013-01-14,23472,-19.7
2013-01-15,23472,-18.5
2013-01-16,23472,-20.5
2013-01-17,23472,-29.7
2013-01-18,23472,-32.6
2013-01-19,23472,-35.8
2013-01-20,23472,-40.2
2013-01-21,23472,-35.3
2013-01-22,23472,-24.9
2013-01-23,23472,-19.0
2013-01-24,23472,-13.8
2013-01-25,23472,-18.5
2013-01-26,23472,-27.6
2013-01-27,23472,-23.5
2013-01-28,23472,-32.3
2013-01-29,23472,-36.9
2013-01-30,23472,-36.1
2013-01-31,23472,-37.3
2013-02-01,23472,-35.6
2013-02-02,23472,-29.6
2013-02-03,23472,-20.0
2013-02-04,23472,-21.9
2013-02-05,23472,-17.7
2013-02-06,23472,-17.6
2013-02-07,23472,-19.6
2013-02-08,23472,-19.1
2013-02-09,23472,-18.1
2013-02-10,23472,-18.5
2013-02-11,23472,-26.0
2013-02-12,23472,-26.8
2013-02-13,23472,-16.2
2013-02-14,23472,-23.5
2013-02-15,23472,-32.1
2013-02-16,23472,-39.8
2013-02-17,23472,-28.7
2013-02-18,23472,-20.7
2013-02-19,23472,-17.3
2013-02-20,23472,-21.0
2013-02-21,23472,-22.5
2013-02-22,23472,-17.4
2013-02-23,23472,-14.0
2013-02-24,23472,-20.7
2013-02-25,23472,-25.8
2013-02-26,23472,-31.0
2013-02-27,23472,-21.1
2013-02-28,23472,-12.6
2013-03-01,23472,-7.8
2013-03-02,23472,-22.8
2013-03-03,23472,-23.9
2013-03-04,23472,-24.8
2013-03-05,23472,-33.2
2013-03-06,23472,-30.4
2013-03-07,23472,-30.7
2013-03-08,23472,-19.1
2013-03-09,23472,-17.6
2013-03-10,23472,-20.5
2013-03-11,23472,-27.5
2013-03-12,23472,-20.6
2013-03-13,23472,-17.8
2013-03-14,23472,-26.4
2013-03-15,23472,-23.3
2013-03-16,23472,-26.3
2013-03-17,23472,-29.0
2013-03-18,23472,-28.3
2013-03-19,23472,-23.4
2013-03-20,23472,-18.5
2013-03-21,23472,-23.0
2013-03-22,23472,-24.7
2013-03-23,23472,-17.7
2013-03-24,23472,-11.1
2013-03-25,23472,-11.0
2013-03-26,23472,-23.2
2013-03-27,23472,-23.0
2013-03-28,23472,-10.1
2013-03-29,23472,-5.3
2013-03-30,23472,-4.2
2013-03-31,23472,-3.0
2013-04-01,23472,-2.8
2013-04-02,23472,-9.4
2013-04-03,23472,-17.6
2013-04-04,23472,-15.7
2013-04-05,23472,-7.0
2013-04-06,23472,-11.7
2013-04-07,23472,-12.3
2013-04-08,23472,-1.6
2013-04-09,23472,-5.5
2013-04-10,23472,-2.4
2013-04-11,23472,-7.6
2013-04-12,23472,-5.9
2013-04-13,23472,-6.4
2013-04-14,23472,-6.5
2013-04-15,23472,-11.3
2013-04-16,23472,-6.1
2013-04-17,23472,0.4
2013-04-18,23472,2.5
2013-04-19,23472,4.1
2013-04-20,23472,2.6
2013-04-21,23472,3.7
2013-04-22,23472,3.6
2013-04-23,23472,4.3
2013-04-24,23472,4.6
2013-04-25,23472,3.7
2013-04-26,23472,0.8
2013-04-27,23472,0.3
2013-04-28,23472,0.0
2013-04-29,23472,5.3
2013-04-30,23472,5.3
2013-05-01,23472,3.9
2013-05-02,23472,-2.1
2013-05-03,23472,-0.5
2013-05-04,23472,0.7
2013-05-05,23472,3.2
2013-05-06,23472,2.2
2013-05-07,23472,1.3
2013-05-08,23472,1.2
2013-05-09,23472,-0.3
2013-05-10,23472,6.0
2013-05-11,23472,4.6
2013-05-12,23472,-0.2
2013-05-13,23472,1.1
2013-05-14,23472,2.1
2013-05-15,23472,2.6
2013-05-16,23472,1.0
2013-05-17,23472,3.9
2013-05-18,23472,5.1
2013-05-19,23472,8.3
2013-05-20,23472,11.0
2013-05-21,23472,12.0
2013-05-22,23472,11.5
2013-05-23,23472,5.4
2013-05-24,23472,0.3
2013-05-25,23472,2.6
2013-05-26,23472,5.6
2013-05-27,23472,6.7
2013-05-28,23472,11.0
2013-05-29,23472,11.8
2013-05-30,23472,6.6
2013-05-31,23472,4.2
2013-06-01,23472,9.9
2013-06-02,23472,9.6
2013-06-03,23472,13.7
2013-06-04,23472,11.3
2013-06-05,23472,14.5
2013-06-06,23472,17.1
2013-06-07,23472,13.3
2013-06-08,23472,13.1
2013-06-09,23472,18.4
2013-06-10,23472,14.1
2013-06-11,23472,14.4
2013-06-12,23472,16.2
2013-06-13,23472,19.8
2013-06-14,23472,20.8
2013-06-15,23472,8.9
2013-06-16,23472,11.1
2013-06-17,23472,14.1
2013-06-18,23472,9.6
2013-06-19,23472,20.8
2013-06-20,23472,21.3
2013-06-21,23472,16.2
2013-06-22,23472,6.3
2013-06-23,23472,11.9
2013-06-24,23472,11.5
2013-06-25,23472,14.4
2013-06-26,23472,11.5
2013-06-27,23472,12.9
2013-06-28,23472,13.1
2013-06-29,23472,14.3
2013-06-30,23472,12.4
2013-07-01,23472,15.0
2013-07-02,23472,17.1
2013-07-03,23472,17.9
2013-07-04,23472,17.6
2013-07-05,23472,16.3
2013-07-06,23472,14.9
2013-07-07,23472,14.7
2013-07-08,23472,11.8
2013-07-09,23472,9.8
2013-07-10,23472,13.2
2013-07-11,23472,14.4
2013-07-12,23472,17.8
2013-07-13,23472,19.8
2013-07-14,23472,21.6
2013-07-15,23472,22.8
2013-07-16,23472,24.4
2013-07-17,23472,25.2
2013-07-18,23472,26.2
2013-07-19,23472,24.4
2013-07-20,23472,25.4
2013-07-21,23472,25.9
2013-07-22,23472,26.3
2013-07-23,23472,24.3
2013-07-24,23472,23.1
2013-07-25,23472,23.4
2013-07-26,23472,23.7
2013-07-27,23472,23.5
2013-07-28,23472,21.8
2013-07-29,23472,18.8
2013-07-30,23472,22.1
2013-07-31,23472,21.4
2013-08-01,23472,20.9
2013-08-02,23472,20.8
2013-08-03,23472,21.3
2013-08-04,23472,22.3
2013-08-05,23472,21.6
2013-08-06,23472,19.4
