mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9803277117958877,1.721239171984132,1.0152763305204953,0.6027023315429698,5110
scratch,0.9795970821519346,1.7529112265950204,1.0216672961725881,0.6036393165588376,5110
finetune,0.9817484277696333,1.6579213444640637,0.9554205775867469,0.5560476779937746,5110
