mode,bias_variant,R2,RMSE,MAE,MedAE,n
zero-shot,station_month,0.9790036126019933,1.7782223753007518,1.03918829829191,0.6079402978274979,5110
scratch,station_month,0.9850155247336972,1.5022235002863533,0.898196560423713,0.5799987719677127,5110
finetune,station_month,0.9847282547726662,1.516554832234544,0.8906270029203652,0.560634983517363,5110
