mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9779624227062933,1.8217790618649572,1.0668058020914604,0.6364237546920776,5110
scratch,0.9850201101187371,1.501993635706797,0.8978711869618664,0.5789551258087162,5110
finetune,0.9847309697507397,1.51642002131189,0.8905102507148936,0.5596389293670655,5110
