station_id
22113
22802
23472
23933
24688
25563
25913
26063
27459
28440
29838
30710
30758
31960
35121
20674
23631
31088
34123
31510
24959
28722
30521
27595
24266
27199
23884
28698
30823
31915
30965
36034
31416
31532
31594
24507
24944
32061
32098
22550
26477
30393
31369
23804
30372
30777
25703
29282
28900
24908
30673
29698
28064
29231
31168
24966
24951
30949
23955
23418
32165
25551
31004
22887
22602
30925
30252
26258
22217
24817
22820
27037
30054
31253
29612
23405
22837
21982
23891
29263
31707
23324
20891
31329
24641
29866
30230
24738
21946
30636
31388
31873
31909
24343
34861
28275
22583
33008
24125
22641
32389
28224
34163
34880
34172
28661
23205
23711
27612
32411
23724
28493
28138
28434
23921
29570
27333
37031
27648
27823
34824
34391
37472
37235
29430
