mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9796247493893581,1.7517223117539256,1.040765364276072,0.6267314662436245,5110
scratch,0.9791015181161214,1.7740716325966701,1.0309262375146928,0.6078939797416227,5110
finetune,0.9808328682143254,1.698995961285761,0.9943490124942592,0.6000102577145638,5110
