mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9938960338638996,0.8458552571775961,0.656311636129704,0.5392898559570316,5110
scratch,0.9950544729394276,0.7613709220118765,0.5849836484513404,0.46575856208801236,5110
finetune,0.994606275323818,0.7951231207198031,0.6134145174381084,0.48939924240112287,5110
