seed,mode,R2,RMSE,MAE,MedAE,n
42,finetune,0.9750097835242016,0.9518888026850708,0.6925875591915964,0.5046744346618652,3624
52,finetune,0.975328001364596,0.9458088539020624,0.6864832684430592,0.4864151000976564,3624
62,finetune,0.9746822143567568,0.958107121640044,0.6985032243312852,0.5107763767242437,3624
42,scratch,0.9762041133169947,0.9288640510285918,0.6696040227844752,0.4777462482452392,3624
52,scratch,0.9761405224906622,0.93010434570581,0.670985636069022,0.4764888286590576,3624
62,scratch,0.975440554646537,0.943649004994899,0.681693162764145,0.4833210468292235,3624
42,zero-shot,0.9427496370846342,1.4407556490056077,1.0158471875632835,0.6860688209533692,3624
52,zero-shot,0.9456432168701764,1.4038738436551108,0.9979717592924636,0.6884424686431885,3624
62,zero-shot,0.9428659802516072,1.4392909655277448,1.0071762277327363,0.6910180091857909,3624
