mode,seeds,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MedAE_mean,MedAE_std,n_mean
scratch,10,0.9760590482800182,0.00020267229695300316,0.9316835349541309,0.003939377031859183,0.6757139502896641,0.0024674594996451356,0.48475532770156854,0.003880913853734792,3624.0
finetune,10,0.9750711846189827,0.00048562370244386704,0.9506782066609972,0.009247610818537132,0.691516626885132,0.007621090182017213,0.4978047466278076,0.008438451476784228,3624.0
zero-shot,10,0.9441765337999005,0.0037440759632133545,1.4219585226473415,0.04801098082246552,1.0027375657366338,0.02672831272058796,0.6884813404083252,0.015195006157550366,3624.0
