mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9861318936144031,1.3216251390685951,1.018555188312668,0.8102935791015611,8741
scratch,0.9944413846200065,0.8367255313415092,0.6352555333333789,0.5014904022216804,8741
finetune,0.9940994155696959,0.8620793120122074,0.6538773702574109,0.5148433685302738,8741
