mode,R2,RMSE,MAE,MedAE,n
zero-shot,0.9787851717964512,1.7874485160959754,1.0441011493779906,0.6080510616302486,5110
scratch,0.9809426952789668,1.6941213716276555,0.9861921916875822,0.5767663955688471,5110
finetune,0.9805115127531958,1.7131794120235482,0.9721692241847865,0.5568763732910149,5110
